date,shares_outstanding
"April 19, 2011",484.18M
"March 31, 2011",484.16M
"March 22, 2011",484.16M
"Feb. 17, 2011",482.69M
"Dec. 31, 2010",482.33M
"Oct. 21, 2010",460.11M
"Sept. 30, 2010",460.10M
"July 19, 2010",459.64M
"June 30, 2010",459.63M
"April 26, 2010",459.57M
"March 31, 2010",459.22M
"March 23, 2010",459.21M
"Feb. 22, 2010",458.17M
"Dec. 31, 2009",457.51M
"Oct. 26, 2009",456.65M
"Sept. 30, 2009",456.25M
"July 17, 2009",455.73M
"June 30, 2009",455.72M
"April 28, 2009",455.66M
"Feb. 23, 2009",454.22M
"Oct. 21, 2008",449.05M
"Sept. 30, 2008",448.62M
"July 31, 2008",431.00M
"June 30, 2008",430.92M
"April 25, 2008",430.86M
"March 31, 2008",430.51M
"Feb. 14, 2008",429.15M
"Dec. 31, 2007",428.78M
"Sept. 30, 2007",419.93M
"June 30, 2007",419.87M
"March 31, 2007",408.92M
"Feb. 20, 2007",407.75M
"Dec. 31, 2006",407.30M
"Oct. 23, 2006",406.88M
"Sept. 30, 2006",406.52M
"July 28, 2006",405.97M
"June 30, 2006",405.56M
"April 24, 2006",405.48M
"March 31, 2006",405.09M
"Feb. 21, 2006",403.81M
"Dec. 31, 2005",403.39M
"Oct. 20, 2005",402.89M
"Sept. 30, 2005",402.88M
"July 26, 2005",402.75M
"June 30, 2005",402.36M
"April 27, 2005",402.26M
"March 31, 2005",401.84M
"Feb. 22, 2005",400.90M
"Dec. 31, 2004",400.46M
"Oct. 27, 2004",400.34M
"Sept. 30, 2004",399.91M
"July 20, 2004",399.82M
"June 30, 2004",399.40M
"April 30, 2004",399.29M
"March 31, 2004",398.88M
"March 5, 2004",398.15M
"Dec. 31, 2003",398.96M
"Oct. 31, 2003",398.82M
"Sept. 30, 2003",398.78M
"July 31, 2003",398.75M
"June 30, 2003",398.73M
"April 30, 2003",398.71M
"March 31, 2003",398.71M
"March 15, 2003",398.71M
"Dec. 31, 2002",398.71M
"Oct. 31, 2002",398.71M
"Sept. 30, 2002",398.71M
"July 31, 2002",398.04M
"June 30, 2002",396.94M
"April 30, 2002",370.88M
"March 31, 2002",370.19M
"March 15, 2002",370.07M
"Dec. 31, 2001",345.80M
"Oct. 31, 2001",345.53M
"Sept. 30, 2001",344.92M
"July 31, 2001",344.70M
"June 30, 2001",344.10M
"April 30, 2001",343.19M
"March 31, 2001",342.52M
"March 15, 2001",342.44M
"Dec. 31, 2000",340.83M
"Oct. 31, 2000",340.59M
"Sept. 30, 2000",340.59M
"July 31, 2000",158.69M
"June 30, 2000",157.29M
"April 30, 2000",157.12M
"March 31, 2000",156.61M
"March 15, 2000",156.59M
"Dec. 31, 1999",154.36M
"Sept. 30, 1999",154.36M
"June 30, 1999",153.80M
"March 31, 1999",153.19M
"March 15, 1999",153.14M
"Dec. 31, 1998",152.70M
"Sept. 30, 1998",152.24M
"June 30, 1998",150.88M
"March 31, 1998",149.84M
"March 15, 1998",149.74M
"Dec. 31, 1997",149.24M
"Sept. 30, 1997",148.48M
"June 30, 1997",138.17M
"March 31, 1997",138.13M
"March 15, 1997",138.13M
"Dec. 31, 1996",138.13M
"Sept. 30, 1996",138.13M
"June 30, 1996",137.62M
"March 31, 1996",137.00M
"March 15, 1996",136.98M
"Dec. 31, 1995",136.35M
"Sept. 30, 1995",135.81M
"June 30, 1995",135.01M
"March 31, 1995",134.55M
"March 25, 1995",133.86M
"Dec. 31, 1994",133.84M
"Sept. 30, 1994",133.80M
"June 30, 1994",133.80M
"March 31, 1994",133.48M
"Dec. 31, 1993",133.76M
"Sept. 30, 1993",133.11M
"June 30, 1993",126.93M
"March 31, 1993",125.79M
"Dec. 31, 1992",125.20M
"Sept. 30, 1992",124.74M
"June 30, 1992",124.56M
"March 31, 1992",125.76M
"Dec. 31, 1991",125.08M
"Sept. 30, 1991",126.00M
"June 30, 1991",126.12M
"March 31, 1991",126.25M
"Dec. 31, 1990",125.08M
"Sept. 30, 1990",125.65M
"June 30, 1990",125.77M
"March 31, 1990",125.08M
"Dec. 31, 1989",125.08M
"Sept. 30, 1989",125.08M
"June 30, 1989",125.08M
"March 31, 1989",125.08M
"Dec. 31, 1988",125.08M
"Sept. 30, 1988",125.08M
"June 30, 1988",125.08M
"March 31, 1988",125.08M
"Dec. 31, 1987",125.08M
"Sept. 30, 1987",125.08M
"June 30, 1987",125.08M
"March 31, 1987",125.08M
"Dec. 31, 1986",124.64M
"Sept. 30, 1986",125.08M
"June 30, 1986",125.08M
"March 31, 1986",125.08M
"Dec. 31, 1985",125.08M
"Sept. 30, 1985",124.78M
"June 30, 1985",124.20M
"March 31, 1985",123.90M
"Dec. 31, 1984",123.90M
"Sept. 30, 1984",123.62M
"June 30, 1984",123.62M
"March 31, 1984",123.62M
