date,three_year_return
"Nov. 5, 2018",27.78%
"Nov. 2, 2018",26.82%
"Nov. 1, 2018",27.31%
"Oct. 31, 2018",27.48%
"Oct. 30, 2018",27.99%
"Oct. 29, 2018",27.31%
"Oct. 26, 2018",25.44%
"Oct. 25, 2018",25.84%
"Oct. 24, 2018",23.89%
"Oct. 23, 2018",21.70%
"Oct. 22, 2018",21.38%
"Oct. 19, 2018",21.76%
"Oct. 18, 2018",21.13%
"Oct. 17, 2018",21.26%
"Oct. 16, 2018",21.09%
"Oct. 15, 2018",19.65%
"Oct. 12, 2018",18.18%
"Oct. 11, 2018",19.04%
"Oct. 10, 2018",20.76%
"Oct. 9, 2018",21.33%
"Oct. 8, 2018",21.38%
"Oct. 5, 2018",23.17%
"Oct. 4, 2018",24.55%
"Oct. 3, 2018",23.68%
"Oct. 2, 2018",24.48%
"Oct. 1, 2018",26.29%
"Sept. 28, 2018",25.54%
"Sept. 27, 2018",24.07%
"Sept. 26, 2018",23.61%
"Sept. 25, 2018",23.82%
"Sept. 24, 2018",27.55%
"Sept. 21, 2018",27.48%
"Sept. 20, 2018",28.20%
"Sept. 19, 2018",27.18%
"Sept. 18, 2018",29.29%
"Sept. 17, 2018",25.67%
"Sept. 14, 2018",29.09%
"Sept. 13, 2018",27.98%
"Sept. 12, 2018",27.40%
"Sept. 11, 2018",28.13%
"Sept. 10, 2018",29.32%
"Sept. 7, 2018",31.69%
"Sept. 6, 2018",32.76%
"Sept. 5, 2018",31.51%
"Sept. 4, 2018",30.96%
"Aug. 31, 2018",24.76%
"Aug. 30, 2018",23.60%
"Aug. 29, 2018",23.14%
"Aug. 28, 2018",22.20%
"Aug. 27, 2018",21.33%
"Aug. 24, 2018",22.07%
"Aug. 23, 2018",19.18%
"Aug. 22, 2018",19.89%
"Aug. 21, 2018",20.64%
"Aug. 20, 2018",18.92%
"Aug. 17, 2018",15.84%
"Aug. 16, 2018",16.83%
"Aug. 15, 2018",15.62%
"Aug. 14, 2018",14.64%
"Aug. 13, 2018",12.20%
"Aug. 10, 2018",12.78%
"Aug. 9, 2018",12.52%
"Aug. 8, 2018",11.71%
"Aug. 7, 2018",11.81%
"Aug. 6, 2018",12.97%
"Aug. 3, 2018",16.48%
"Aug. 2, 2018",17.66%
"Aug. 1, 2018",16.63%
"July 31, 2018",17.43%
"July 30, 2018",15.47%
"July 27, 2018",19.17%
"July 26, 2018",21.53%
"July 25, 2018",20.66%
"July 24, 2018",20.62%
"July 23, 2018",19.59%
"July 20, 2018",13.62%
"July 19, 2018",13.63%
"July 18, 2018",11.89%
"July 17, 2018",11.66%
"July 16, 2018",10.97%
"July 13, 2018",12.75%
"July 12, 2018",14.25%
"July 11, 2018",15.37%
"July 10, 2018",14.84%
"July 9, 2018",15.05%
"July 6, 2018",19.64%
"July 5, 2018",18.17%
"July 3, 2018",16.84%
"July 2, 2018",15.65%
"June 29, 2018",15.49%
"June 28, 2018",14.19%
"June 27, 2018",13.25%
"June 26, 2018",12.82%
"June 25, 2018",14.34%
"June 22, 2018",10.09%
"June 21, 2018",8.44%
"June 20, 2018",8.28%
"June 19, 2018",8.47%
"June 18, 2018",7.04%
"June 15, 2018",8.87%
"June 14, 2018",7.61%
"June 13, 2018",7.42%
"June 12, 2018",7.88%
"June 11, 2018",6.10%
"June 8, 2018",7.92%
"June 7, 2018",6.67%
"June 6, 2018",6.54%
"June 5, 2018",8.93%
"June 4, 2018",10.73%
"June 1, 2018",10.25%
"May 31, 2018",12.41%
"May 30, 2018",12.12%
"May 29, 2018",11.00%
"May 25, 2018",9.72%
"May 24, 2018",9.55%
"May 23, 2018",8.78%
"May 22, 2018",8.19%
"May 21, 2018",8.15%
"May 18, 2018",5.54%
"May 17, 2018",6.46%
"May 16, 2018",6.81%
"May 15, 2018",7.71%
"May 14, 2018",9.12%
"May 11, 2018",10.37%
"May 10, 2018",10.66%
"May 9, 2018",9.72%
"May 8, 2018",10.85%
"May 7, 2018",13.73%
"May 4, 2018",10.91%
"May 3, 2018",10.53%
"May 2, 2018",10.21%
"May 1, 2018",10.40%
"April 30, 2018",10.83%
"April 27, 2018",8.76%
"April 26, 2018",6.77%
"April 25, 2018",6.34%
"April 24, 2018",6.64%
"April 23, 2018",7.14%
"April 20, 2018",7.32%
"April 19, 2018",8.61%
"April 18, 2018",9.15%
"April 17, 2018",10.58%
"April 16, 2018",8.59%
"April 13, 2018",8.47%
"April 12, 2018",6.87%
"April 11, 2018",8.48%
"April 10, 2018",8.54%
"April 9, 2018",10.57%
"April 6, 2018",8.62%
"April 5, 2018",9.30%
"April 4, 2018",7.49%
"April 3, 2018",8.33%
"April 2, 2018",6.83%
"March 29, 2018",6.31%
"March 28, 2018",6.22%
"March 27, 2018",5.81%
"March 26, 2018",5.20%
"March 23, 2018",0.88%
"March 22, 2018",2.52%
"March 21, 2018",2.67%
"March 20, 2018",2.76%
"March 19, 2018",3.25%
"March 16, 2018",4.21%
"March 15, 2018",5.01%
"March 14, 2018",4.63%
"March 13, 2018",4.73%
"March 12, 2018",3.66%
"March 9, 2018",4.03%
"March 8, 2018",3.27%
"March 7, 2018",3.05%
"March 6, 2018",3.96%
"March 5, 2018",2.04%
"March 2, 2018",1.23%
"March 1, 2018",0.09%
"Feb. 28, 2018",-0.27%
"Feb. 27, 2018",0.48%
"Feb. 26, 2018",1.38%
"Feb. 23, 2018",1.47%
"Feb. 22, 2018",-0.48%
"Feb. 21, 2018",-0.33%
"Feb. 20, 2018",0.12%
"Feb. 16, 2018",1.69%
"Feb. 15, 2018",1.90%
"Feb. 14, 2018",-1.57%
"Feb. 13, 2018",-1.15%
"Feb. 12, 2018",-1.50%
"Feb. 9, 2018",-2.34%
"Feb. 8, 2018",-5.96%
"Feb. 7, 2018",-4.98%
"Feb. 6, 2018",-4.74%
"Feb. 5, 2018",-5.02%
"Feb. 2, 2018",-2.16%
"Feb. 1, 2018",-1.28%
"Jan. 31, 2018",-0.55%
"Jan. 30, 2018",-1.02%
"Jan. 29, 2018",-1.92%
"Jan. 26, 2018",1.08%
"Jan. 25, 2018",1.94%
"Jan. 24, 2018",0.94%
"Jan. 23, 2018",1.44%
"Jan. 22, 2018",0.09%
"Jan. 19, 2018",1.00%
"Jan. 18, 2018",1.03%
"Jan. 17, 2018",1.50%
"Jan. 16, 2018",0.29%
"Jan. 12, 2018",2.29%
"Jan. 11, 2018",3.02%
"Jan. 10, 2018",3.35%
"Jan. 9, 2018",5.02%
"Jan. 8, 2018",5.34%
"Jan. 5, 2018",4.79%
"Jan. 4, 2018",4.08%
"Jan. 3, 2018",5.00%
"Jan. 2, 2018",5.83%
"Dec. 29, 2017",4.42%
"Dec. 28, 2017",7.20%
"Dec. 27, 2017",6.44%
"Dec. 26, 2017",6.26%
"Dec. 22, 2017",9.76%
"Dec. 21, 2017",9.59%
"Dec. 20, 2017",9.96%
"Dec. 19, 2017",10.93%
"Dec. 18, 2017",11.44%
"Dec. 15, 2017",12.28%
"Dec. 14, 2017",11.31%
"Dec. 13, 2017",12.86%
"Dec. 12, 2017",13.19%
"Dec. 11, 2017",14.07%
"Dec. 8, 2017",14.47%
"Dec. 7, 2017",14.55%
"Dec. 6, 2017",14.92%
"Dec. 5, 2017",15.59%
"Dec. 4, 2017",18.72%
"Dec. 1, 2017",37.40%
"Nov. 30, 2017",36.04%
"Nov. 29, 2017",35.26%
"Nov. 28, 2017",33.81%
"Nov. 27, 2017",34.42%
"Nov. 24, 2017",35.01%
"Nov. 22, 2017",33.30%
"Nov. 21, 2017",33.99%
"Nov. 20, 2017",35.48%
"Nov. 17, 2017",35.02%
"Nov. 16, 2017",35.39%
"Nov. 15, 2017",36.05%
"Nov. 14, 2017",37.27%
"Nov. 13, 2017",35.54%
"Nov. 10, 2017",28.48%
"Nov. 9, 2017",28.62%
"Nov. 8, 2017",28.98%
"Nov. 7, 2017",29.15%
"Nov. 6, 2017",31.91%
"Nov. 3, 2017",29.02%
"Nov. 2, 2017",28.94%
"Nov. 1, 2017",28.30%
"Oct. 31, 2017",29.47%
"Oct. 30, 2017",29.08%
"Oct. 27, 2017",32.01%
"Oct. 26, 2017",29.52%
"Oct. 25, 2017",29.04%
"Oct. 24, 2017",30.03%
"Oct. 23, 2017",31.12%
"Oct. 20, 2017",30.24%
"Oct. 19, 2017",31.56%
"Oct. 18, 2017",30.23%
"Oct. 17, 2017",29.56%
"Oct. 16, 2017",29.56%
"Oct. 13, 2017",24.97%
"Oct. 12, 2017",27.74%
"Oct. 11, 2017",27.48%
"Oct. 10, 2017",26.70%
"Oct. 9, 2017",26.97%
"Oct. 6, 2017",28.36%
"Oct. 5, 2017",27.52%
"Oct. 4, 2017",27.67%
"Oct. 3, 2017",26.99%
"Oct. 2, 2017",26.66%
"Sept. 29, 2017",25.31%
"Sept. 28, 2017",26.77%
"Sept. 27, 2017",26.32%
"Sept. 26, 2017",26.88%
"Sept. 25, 2017",26.88%
"Sept. 22, 2017",26.05%
"Sept. 21, 2017",29.13%
"Sept. 20, 2017",28.40%
"Sept. 19, 2017",28.40%
"Sept. 18, 2017",30.01%
"Sept. 15, 2017",35.26%
"Sept. 14, 2017",35.12%
"Sept. 13, 2017",34.80%
"Sept. 12, 2017",35.28%
"Sept. 11, 2017",35.46%
"Sept. 8, 2017",32.96%
"Sept. 7, 2017",30.49%
"Sept. 6, 2017",30.02%
"Sept. 5, 2017",30.02%
"Sept. 1, 2017",31.98%
"Aug. 31, 2017",31.63%
"Aug. 30, 2017",31.31%
"Aug. 29, 2017",31.47%
"Aug. 28, 2017",32.28%
"Aug. 25, 2017",36.73%
"Aug. 24, 2017",36.08%
"Aug. 23, 2017",35.63%
"Aug. 22, 2017",35.47%
"Aug. 21, 2017",34.90%
"Aug. 18, 2017",36.66%
"Aug. 17, 2017",37.52%
"Aug. 16, 2017",38.39%
"Aug. 15, 2017",37.98%
"Aug. 14, 2017",38.04%
"Aug. 11, 2017",37.58%
"Aug. 10, 2017",39.70%
"Aug. 9, 2017",39.27%
"Aug. 8, 2017",41.26%
"Aug. 7, 2017",41.36%
"Aug. 4, 2017",41.67%
"Aug. 3, 2017",40.28%
"Aug. 2, 2017",40.62%
"Aug. 1, 2017",40.88%
"July 31, 2017",39.67%
"July 28, 2017",34.46%
"July 27, 2017",36.28%
"July 26, 2017",35.79%
"July 25, 2017",35.50%
"July 24, 2017",32.21%
"July 21, 2017",34.10%
"July 20, 2017",33.05%
"July 19, 2017",31.40%
"July 18, 2017",30.83%
"July 17, 2017",32.42%
"July 14, 2017",31.88%
"July 13, 2017",30.14%
"July 12, 2017",31.07%
"July 11, 2017",30.79%
"July 10, 2017",29.13%
"July 7, 2017",30.92%
"July 6, 2017",30.27%
"July 5, 2017",31.13%
"July 3, 2017",31.78%
"June 30, 2017",27.88%
"June 29, 2017",27.00%
"June 28, 2017",27.78%
"June 27, 2017",28.61%
"June 26, 2017",32.45%
"June 23, 2017",30.49%
"June 22, 2017",30.44%
"June 21, 2017",31.58%
"June 20, 2017",31.70%
"June 19, 2017",33.07%
"June 16, 2017",35.88%
"June 15, 2017",37.28%
"June 14, 2017",37.40%
"June 13, 2017",37.94%
"June 12, 2017",37.70%
"June 9, 2017",38.01%
"June 8, 2017",36.42%
"June 7, 2017",37.27%
"June 6, 2017",35.68%
"June 5, 2017",35.63%
"June 2, 2017",41.07%
"June 1, 2017",40.21%
"May 31, 2017",37.80%
"May 30, 2017",37.21%
"May 26, 2017",38.36%
"May 25, 2017",39.16%
"May 24, 2017",38.40%
"May 23, 2017",37.43%
"May 22, 2017",35.93%
"May 19, 2017",35.14%
"May 18, 2017",32.80%
"May 17, 2017",33.25%
"May 16, 2017",33.54%
"May 15, 2017",34.18%
"May 12, 2017",37.12%
"May 11, 2017",38.77%
"May 10, 2017",38.85%
"May 9, 2017",38.85%
"May 8, 2017",39.51%
"May 5, 2017",44.04%
"May 4, 2017",43.99%
"May 3, 2017",43.38%
"May 2, 2017",44.24%
"May 1, 2017",42.05%
"April 28, 2017",35.60%
"April 27, 2017",36.31%
"April 26, 2017",35.51%
"April 25, 2017",35.79%
"April 24, 2017",37.49%
"April 21, 2017",36.52%
"April 20, 2017",35.96%
"April 19, 2017",36.61%
"April 18, 2017",37.18%
"April 17, 2017",37.46%
"April 13, 2017",37.87%
"April 12, 2017",38.78%
"April 11, 2017",38.53%
"April 10, 2017",38.62%
"April 7, 2017",39.88%
"April 6, 2017",37.66%
"April 5, 2017",38.07%
"April 4, 2017",36.52%
"April 3, 2017",36.52%
"March 31, 2017",31.04%
"March 30, 2017",34.11%
"March 29, 2017",33.87%
"March 28, 2017",34.47%
"March 27, 2017",33.95%
"March 24, 2017",34.18%
"March 23, 2017",34.57%
"March 22, 2017",34.97%
"March 21, 2017",33.84%
"March 20, 2017",33.51%
"March 17, 2017",31.99%
"March 16, 2017",31.91%
"March 15, 2017",33.27%
"March 14, 2017",30.78%
"March 13, 2017",30.36%
"March 10, 2017",32.94%
"March 9, 2017",32.67%
"March 8, 2017",32.42%
"March 7, 2017",34.63%
"March 6, 2017",32.74%
"March 3, 2017",32.05%
"March 2, 2017",31.29%
"March 1, 2017",31.60%
"Feb. 28, 2017",30.97%
"Feb. 27, 2017",30.80%
"Feb. 24, 2017",31.66%
"Feb. 23, 2017",30.15%
"Feb. 22, 2017",29.36%
"Feb. 21, 2017",29.95%
"Feb. 17, 2017",23.45%
"Feb. 16, 2017",23.68%
"Feb. 15, 2017",22.77%
"Feb. 14, 2017",25.00%
"Feb. 13, 2017",27.29%
"Feb. 10, 2017",31.24%
"Feb. 9, 2017",31.32%
"Feb. 8, 2017",31.09%
"Feb. 7, 2017",31.05%
"Feb. 6, 2017",32.43%
"Feb. 3, 2017",33.13%
"Feb. 2, 2017",28.13%
"Feb. 1, 2017",27.21%
"Jan. 31, 2017",28.67%
"Jan. 30, 2017",25.96%
"Jan. 27, 2017",26.14%
"Jan. 26, 2017",26.30%
"Jan. 25, 2017",26.84%
"Jan. 24, 2017",27.03%
"Jan. 23, 2017",23.86%
"Jan. 20, 2017",25.82%
"Jan. 19, 2017",25.40%
"Jan. 18, 2017",27.14%
"Jan. 17, 2017",27.37%
"Jan. 13, 2017",28.76%
"Jan. 12, 2017",27.14%
"Jan. 11, 2017",27.26%
"Jan. 10, 2017",25.51%
"Jan. 9, 2017",26.18%
"Jan. 6, 2017",31.07%
"Jan. 5, 2017",28.48%
"Jan. 4, 2017",28.95%
"Jan. 3, 2017",28.44%
"Dec. 30, 2016",27.14%
"Dec. 29, 2016",28.55%
"Dec. 28, 2016",27.05%
"Dec. 27, 2016",29.09%
"Dec. 23, 2016",29.21%
"Dec. 22, 2016",29.78%
"Dec. 21, 2016",29.82%
"Dec. 20, 2016",29.59%
"Dec. 19, 2016",32.84%
"Dec. 16, 2016",30.56%
"Dec. 15, 2016",30.67%
"Dec. 14, 2016",28.57%
"Dec. 13, 2016",30.94%
"Dec. 12, 2016",30.93%
"Dec. 9, 2016",25.61%
"Dec. 8, 2016",25.04%
"Dec. 7, 2016",20.98%
"Dec. 6, 2016",19.51%
"Dec. 5, 2016",23.05%
"Dec. 2, 2016",23.29%
"Dec. 1, 2016",21.38%
"Nov. 30, 2016",21.69%
"Nov. 29, 2016",25.25%
"Nov. 28, 2016",23.60%
"Nov. 25, 2016",19.31%
"Nov. 23, 2016",17.90%
"Nov. 22, 2016",18.25%
"Nov. 21, 2016",16.82%
"Nov. 18, 2016",13.10%
"Nov. 17, 2016",12.24%
"Nov. 16, 2016",12.58%
"Nov. 15, 2016",11.68%
"Nov. 14, 2016",10.41%
"Nov. 11, 2016",10.81%
"Nov. 10, 2016",8.55%
"Nov. 9, 2016",10.01%
"Nov. 8, 2016",12.52%
"Nov. 7, 2016",12.83%
"Nov. 4, 2016",6.87%
"Nov. 3, 2016",7.27%
"Nov. 2, 2016",7.04%
"Nov. 1, 2016",8.62%
"Oct. 31, 2016",11.03%
"Oct. 28, 2016",8.87%
"Oct. 27, 2016",8.93%
"Oct. 26, 2016",8.67%
"Oct. 25, 2016",8.41%
"Oct. 24, 2016",9.13%
"Oct. 21, 2016",10.94%
"Oct. 20, 2016",11.67%
"Oct. 19, 2016",12.01%
"Oct. 18, 2016",11.47%
"Oct. 17, 2016",12.15%
"Oct. 14, 2016",12.93%
"Oct. 13, 2016",12.10%
"Oct. 12, 2016",11.48%
"Oct. 11, 2016",10.16%
"Oct. 10, 2016",13.44%
"Oct. 7, 2016",15.84%
"Oct. 6, 2016",15.19%
"Oct. 5, 2016",15.59%
"Oct. 4, 2016",16.32%
"Oct. 3, 2016",18.31%
"Sept. 30, 2016",18.92%
"Sept. 29, 2016",21.32%
"Sept. 28, 2016",22.16%
"Sept. 27, 2016",22.32%
"Sept. 26, 2016",23.26%
"Sept. 23, 2016",22.60%
"Sept. 22, 2016",25.41%
"Sept. 21, 2016",23.53%
"Sept. 20, 2016",21.05%
