date,shares_outstanding
"June 30, 2000",350.49M
"April 28, 2000",299.78M
"March 31, 2000",302.11M
"Feb. 29, 2000",297.52M
"Dec. 31, 1999",300.89M
"Sept. 30, 1999",300.88M
"June 30, 1999",300.48M
"March 31, 1999",296.32M
"Feb. 26, 1999",295.99M
"Dec. 31, 1998",295.88M
"Sept. 30, 1998",299.09M
"June 30, 1998",298.48M
"March 31, 1998",296.71M
"Feb. 27, 1998",296.17M
"Dec. 31, 1997",296.00M
"Sept. 30, 1997",275.48M
"June 30, 1997",274.52M
"March 31, 1997",274.38M
"Feb. 28, 1997",274.29M
"Dec. 31, 1996",274.16M
"Sept. 30, 1996",273.73M
"June 30, 1996",273.58M
"March 31, 1996",273.56M
"Feb. 29, 1996",273.56M
"Dec. 31, 1995",273.40M
"Sept. 30, 1995",273.35M
"June 30, 1995",273.31M
"March 31, 1995",273.29M
"Feb. 28, 1995",273.28M
"Dec. 31, 1994",272.95M
"Sept. 30, 1994",272.68M
"June 30, 1994",272.53M
"March 31, 1994",246.90M
"Dec. 31, 1993",246.87M
"Sept. 30, 1993",246.32M
"June 30, 1993",245.92M
"March 31, 1993",245.46M
"Dec. 31, 1992",245.46M
"Sept. 30, 1992",245.46M
"June 30, 1992",245.46M
"March 31, 1992",245.46M
"Dec. 31, 1991",245.46M
"Sept. 30, 1991",245.46M
"June 30, 1991",245.46M
"March 31, 1991",245.46M
"Dec. 31, 1990",245.46M
"Sept. 30, 1990",245.46M
"June 30, 1990",245.46M
"March 31, 1990",245.46M
"Sept. 30, 1989",245.58M
"June 30, 1989",245.58M
"March 31, 1989",245.58M
"Dec. 31, 1988",245.58M
