date,sales_est_0q
"Dec. 31, 2018",1.811B
"Dec. 13, 2018",1.977B
"Dec. 7, 2018",1.987B
"Dec. 5, 2018",1.991B
"Dec. 4, 2018",2.009B
"Nov. 29, 2018",2.012B
"Nov. 27, 2018",2.015B
"Nov. 26, 2018",2.016B
"Nov. 20, 2018",2.008B
"Nov. 16, 2018",2.014B
"Nov. 13, 2018",2.028B
"Nov. 7, 2018",2.033B
"Nov. 5, 2018",2.020B
"Nov. 2, 2018",2.018B
"Nov. 1, 2018",2.034B
"Oct. 31, 2018",2.019B
"Oct. 23, 2018",2.007B
"Oct. 22, 2018",1.998B
"Oct. 19, 2018",1.996B
"Oct. 17, 2018",1.987B
"Oct. 12, 2018",1.990B
"Oct. 9, 2018",1.961B
"Sept. 30, 2018",1.887B
"Sept. 27, 2018",1.930B
"Sept. 24, 2018",1.916B
"Sept. 20, 2018",1.915B
"Sept. 19, 2018",1.914B
"Sept. 17, 2018",1.914B
"Aug. 31, 2018",1.920B
"Aug. 30, 2018",1.923B
"Aug. 20, 2018",1.928B
"Aug. 18, 2018",1.927B
"Aug. 15, 2018",1.917B
"Aug. 13, 2018",1.910B
"Aug. 7, 2018",1.910B
"Aug. 2, 2018",1.955B
"July 24, 2018",1.859B
"July 23, 2018",1.858B
"July 19, 2018",1.844B
"July 18, 2018",1.843B
"July 17, 2018",1.859B
"July 9, 2018",1.886B
"July 2, 2018",1.881B
"June 30, 2018",1.749B
"June 13, 2018",1.728B
"June 11, 2018",1.729B
"June 5, 2018",1.719B
"May 24, 2018",1.763B
"May 23, 2018",1.764B
"May 21, 2018",1.775B
"May 18, 2018",1.755B
"May 17, 2018",1.779B
"May 11, 2018",1.748B
"May 8, 2018",1.753B
"May 7, 2018",1.749B
"May 3, 2018",1.773B
"May 2, 2018",1.675B
"April 27, 2018",1.674B
"April 26, 2018",1.671B
"April 25, 2018",1.665B
"April 24, 2018",1.676B
"April 23, 2018",1.684B
"April 21, 2018",1.673B
"April 20, 2018",1.664B
"April 18, 2018",1.669B
"April 17, 2018",1.654B
"April 16, 2018",1.653B
"April 11, 2018",1.655B
"April 9, 2018",1.664B
"April 3, 2018",1.647B
"March 31, 2018",1.640B
"March 14, 2018",1.613B
"March 12, 2018",1.636B
"March 7, 2018",1.627B
"Feb. 27, 2018",1.626B
"Feb. 23, 2018",1.691B
"Feb. 22, 2018",1.762B
"Feb. 12, 2018",1.609B
"Jan. 24, 2018",1.614B
"Jan. 23, 2018",1.617B
"Jan. 22, 2018",1.605B
"Jan. 18, 2018",1.563B
"Jan. 16, 2018",1.520B
"Jan. 11, 2018",1.511B
"Jan. 9, 2018",1.508B
"Jan. 4, 2018",1.507B
