date,sales_est_0q
"Oct. 11, 2018",684.45M
"Oct. 9, 2018",685.53M
"Oct. 8, 2018",685.53M
"Sept. 30, 2018",633.20M
"Sept. 27, 2018",654.55M
"Sept. 19, 2018",654.43M
"Sept. 4, 2018",654.29M
"Aug. 28, 2018",644.42M
"Aug. 22, 2018",643.79M
"Aug. 20, 2018",644.25M
"Aug. 18, 2018",648.95M
"Aug. 15, 2018",647.99M
"Aug. 14, 2018",655.37M
"Aug. 13, 2018",661.87M
"Aug. 10, 2018",663.42M
"Aug. 9, 2018",681.04M
"July 24, 2018",667.67M
"July 20, 2018",669.74M
"July 19, 2018",668.11M
"July 17, 2018",667.28M
"July 16, 2018",667.28M
"July 13, 2018",662.25M
"June 30, 2018",623.76M
"June 28, 2018",629.88M
"June 12, 2018",621.21M
"June 8, 2018",630.71M
"June 1, 2018",634.09M
"May 21, 2018",640.52M
"May 19, 2018",629.86M
"May 18, 2018",610.94M
"May 8, 2018",613.00M
"May 4, 2018",622.06M
"May 3, 2018",624.75M
"April 30, 2018",600.69M
"April 24, 2018",598.83M
"April 23, 2018",598.98M
"April 21, 2018",590.91M
"April 18, 2018",592.69M
"April 17, 2018",585.73M
"April 13, 2018",585.83M
"March 31, 2018",575.76M
"March 21, 2018",578.18M
"March 14, 2018",574.26M
"March 7, 2018",574.10M
"March 1, 2018",570.36M
"Feb. 27, 2018",570.84M
"Feb. 20, 2018",570.84M
"Feb. 12, 2018",574.27M
"Feb. 6, 2018",579.74M
"Feb. 5, 2018",578.81M
"Feb. 2, 2018",602.16M
"Feb. 1, 2018",619.41M
"Jan. 30, 2018",599.19M
"Jan. 24, 2018",626.55M
"Jan. 22, 2018",617.95M
"Jan. 18, 2018",612.01M
"Jan. 11, 2018",622.10M
