date,one_year_return
"July 2, 2019",22.87%
"July 1, 2019",22.15%
"June 28, 2019",22.81%
"June 27, 2019",21.70%
"June 26, 2019",21.77%
"June 25, 2019",23.93%
"June 24, 2019",26.72%
"June 21, 2019",27.04%
"June 20, 2019",26.85%
"June 19, 2019",26.53%
"June 18, 2019",28.06%
"June 17, 2019",29.35%
"June 14, 2019",30.31%
"June 13, 2019",30.31%
"June 12, 2019",29.95%
"June 11, 2019",29.97%
"June 10, 2019",29.73%
"June 7, 2019",30.70%
"June 6, 2019",31.79%
"June 5, 2019",28.47%
"June 4, 2019",23.71%
"June 3, 2019",22.38%
"May 31, 2019",19.54%
"May 30, 2019",20.37%
"May 29, 2019",21.37%
"May 28, 2019",23.86%
"May 24, 2019",26.16%
"May 23, 2019",26.98%
"May 22, 2019",26.66%
"May 21, 2019",24.14%
"May 20, 2019",27.42%
"May 17, 2019",27.21%
"May 16, 2019",25.41%
"May 15, 2019",22.67%
"May 14, 2019",21.66%
"May 13, 2019",21.27%
"May 10, 2019",19.68%
"May 9, 2019",19.15%
"May 8, 2019",17.49%
"May 7, 2019",16.16%
"May 6, 2019",16.34%
"May 3, 2019",18.00%
"May 2, 2019",17.30%
"May 1, 2019",18.41%
"April 30, 2019",18.63%
"April 29, 2019",16.96%
"April 26, 2019",17.46%
"April 25, 2019",18.80%
"April 24, 2019",17.20%
"April 23, 2019",17.79%
"April 22, 2019",18.40%
"April 18, 2019",16.27%
"April 17, 2019",16.19%
"April 16, 2019",16.90%
"April 15, 2019",19.31%
"April 12, 2019",19.98%
"April 11, 2019",18.01%
"April 10, 2019",16.58%
"April 9, 2019",17.01%
"April 8, 2019",15.91%
"April 5, 2019",15.90%
"April 4, 2019",16.06%
"April 3, 2019",16.86%
"April 2, 2019",16.70%
"April 1, 2019",16.63%
"March 29, 2019",18.36%
"March 28, 2019",18.27%
"March 27, 2019",19.27%
"March 26, 2019",20.80%
"March 25, 2019",21.39%
"March 22, 2019",19.79%
"March 21, 2019",19.88%
"March 20, 2019",18.36%
"March 19, 2019",17.86%
"March 18, 2019",18.52%
"March 15, 2019",20.93%
"March 14, 2019",20.87%
"March 13, 2019",23.47%
"March 12, 2019",23.64%
"March 11, 2019",22.41%
"March 8, 2019",22.29%
"March 7, 2019",22.79%
"March 6, 2019",22.39%
"March 5, 2019",21.48%
"March 4, 2019",23.15%
"March 1, 2019",22.40%
"Feb. 28, 2019",23.38%
"Feb. 27, 2019",23.16%
"Feb. 26, 2019",21.71%
"Feb. 25, 2019",20.24%
"Feb. 22, 2019",23.52%
"Feb. 21, 2019",22.93%
"Feb. 20, 2019",20.69%
"Feb. 19, 2019",18.79%
"Feb. 15, 2019",19.17%
"Feb. 14, 2019",21.68%
"Feb. 13, 2019",21.04%
"Feb. 12, 2019",22.18%
"Feb. 11, 2019",23.57%
"Feb. 8, 2019",25.96%
"Feb. 7, 2019",22.46%
"Feb. 6, 2019",19.08%
"Feb. 5, 2019",15.48%
"Feb. 4, 2019",14.23%
"Feb. 1, 2019",13.74%
"Jan. 31, 2019",12.98%
"Jan. 30, 2019",11.92%
"Jan. 29, 2019",11.04%
"Jan. 28, 2019",9.37%
"Jan. 25, 2019",13.79%
"Jan. 24, 2019",19.51%
"Jan. 23, 2019",17.46%
"Jan. 22, 2019",18.24%
"Jan. 18, 2019",16.79%
"Jan. 17, 2019",15.55%
"Jan. 16, 2019",16.04%
"Jan. 15, 2019",16.23%
"Jan. 14, 2019",13.91%
"Jan. 11, 2019",16.75%
"Jan. 10, 2019",16.47%
"Jan. 9, 2019",13.80%
"Jan. 8, 2019",13.45%
"Jan. 7, 2019",13.56%
"Jan. 4, 2019",14.24%
"Jan. 3, 2019",11.60%
"Jan. 2, 2019",9.50%
"Dec. 31, 2018",11.29%
"Dec. 28, 2018",10.47%
"Dec. 27, 2018",10.86%
"Dec. 26, 2018",10.61%
"Dec. 24, 2018",8.76%
"Dec. 21, 2018",12.71%
"Dec. 20, 2018",13.84%
"Dec. 19, 2018",13.25%
"Dec. 18, 2018",12.57%
"Dec. 17, 2018",10.87%
"Dec. 14, 2018",14.72%
"Dec. 13, 2018",16.44%
"Dec. 12, 2018",15.43%
"Dec. 11, 2018",14.90%
"Dec. 10, 2018",14.83%
"Dec. 7, 2018",15.60%
"Dec. 6, 2018",15.77%
"Dec. 4, 2018",16.80%
"Dec. 3, 2018",15.89%
"Nov. 30, 2018",14.98%
"Nov. 29, 2018",12.26%
"Nov. 28, 2018",12.84%
"Nov. 27, 2018",13.38%
"Nov. 26, 2018",13.46%
"Nov. 23, 2018",14.27%
"Nov. 21, 2018",12.78%
"Nov. 20, 2018",14.66%
"Nov. 19, 2018",16.64%
"Nov. 16, 2018",14.69%
"Nov. 15, 2018",13.87%
"Nov. 14, 2018",11.63%
"Nov. 13, 2018",13.96%
"Nov. 12, 2018",15.04%
"Nov. 9, 2018",13.73%
"Nov. 8, 2018",12.29%
"Nov. 7, 2018",11.61%
"Nov. 6, 2018",12.91%
"Nov. 5, 2018",11.83%
"Nov. 2, 2018",12.20%
"Nov. 1, 2018",11.14%
"Oct. 31, 2018",11.24%
"Oct. 30, 2018",11.71%
"Oct. 29, 2018",10.87%
"Oct. 26, 2018",10.76%
"Oct. 25, 2018",12.57%
"Oct. 24, 2018",13.86%
"Oct. 23, 2018",10.53%
"Oct. 22, 2018",12.00%
"Oct. 19, 2018",12.73%
"Oct. 18, 2018",12.48%
"Oct. 17, 2018",11.89%
"Oct. 16, 2018",13.05%
"Oct. 15, 2018",12.68%
"Oct. 12, 2018",12.38%
"Oct. 11, 2018",12.82%
"Oct. 10, 2018",15.92%
"Oct. 9, 2018",17.46%
"Oct. 8, 2018",17.53%
"Oct. 5, 2018",16.66%
"Oct. 4, 2018",13.92%
"Oct. 3, 2018",14.53%
"Oct. 2, 2018",15.40%
"Oct. 1, 2018",13.95%
"Sept. 28, 2018",14.02%
"Sept. 27, 2018",13.22%
"Sept. 26, 2018",11.34%
"Sept. 25, 2018",13.64%
"Sept. 24, 2018",15.34%
"Sept. 21, 2018",16.34%
"Sept. 20, 2018",15.35%
"Sept. 19, 2018",14.37%
"Sept. 18, 2018",16.95%
"Sept. 17, 2018",15.84%
"Sept. 14, 2018",16.12%
"Sept. 13, 2018",17.83%
"Sept. 12, 2018",15.67%
"Sept. 11, 2018",13.71%
"Sept. 10, 2018",16.03%
"Sept. 7, 2018",15.12%
"Sept. 6, 2018",17.25%
"Sept. 5, 2018",14.22%
"Sept. 4, 2018",13.23%
"Aug. 31, 2018",13.02%
"Aug. 30, 2018",13.42%
"Aug. 29, 2018",13.14%
"Aug. 28, 2018",13.04%
"Aug. 27, 2018",14.23%
"Aug. 24, 2018",15.67%
"Aug. 23, 2018",14.70%
"Aug. 22, 2018",13.84%
"Aug. 21, 2018",14.74%
"Aug. 20, 2018",16.25%
"Aug. 17, 2018",17.87%
"Aug. 16, 2018",16.54%
"Aug. 15, 2018",15.91%
"Aug. 14, 2018",16.13%
"Aug. 13, 2018",16.39%
"Aug. 10, 2018",15.71%
"Aug. 9, 2018",16.04%
"Aug. 8, 2018",15.43%
"Aug. 7, 2018",16.00%
"Aug. 6, 2018",16.53%
"Aug. 3, 2018",16.00%
"Aug. 2, 2018",15.48%
"Aug. 1, 2018",14.55%
"July 31, 2018",14.68%
"July 30, 2018",14.55%
"July 27, 2018",15.44%
"July 26, 2018",15.58%
"July 25, 2018",17.22%
"July 24, 2018",18.90%
"July 23, 2018",16.94%
"July 20, 2018",18.46%
"July 19, 2018",20.06%
"July 18, 2018",19.74%
"July 17, 2018",20.74%
"July 16, 2018",19.65%
"July 13, 2018",20.59%
"July 12, 2018",19.68%
"July 11, 2018",19.65%
"July 10, 2018",18.73%
"July 9, 2018",17.68%
"July 6, 2018",22.02%
"July 5, 2018",21.41%
"July 3, 2018",20.73%
"July 2, 2018",20.61%
"June 29, 2018",19.33%
"June 28, 2018",18.29%
"June 27, 2018",18.14%
"June 26, 2018",15.63%
"June 25, 2018",16.25%
"June 22, 2018",16.04%
"June 21, 2018",15.82%
"June 20, 2018",14.61%
"June 19, 2018",14.47%
"June 18, 2018",12.30%
"June 15, 2018",12.46%
"June 14, 2018",12.52%
"June 13, 2018",12.28%
"June 12, 2018",12.90%
"June 11, 2018",10.81%
"June 8, 2018",10.85%
"June 7, 2018",9.68%
"June 6, 2018",10.01%
"June 5, 2018",12.30%
"June 4, 2018",12.94%
"June 1, 2018",14.93%
"May 31, 2018",17.23%
"May 30, 2018",17.50%
"May 29, 2018",16.36%
"May 25, 2018",15.44%
"May 24, 2018",15.02%
"May 23, 2018",15.34%
"May 22, 2018",15.24%
"May 21, 2018",16.70%
"May 18, 2018",14.25%
"May 17, 2018",14.64%
"May 16, 2018",15.65%
"May 15, 2018",16.69%
"May 14, 2018",18.19%
"May 11, 2018",19.38%
"May 10, 2018",19.42%
"May 9, 2018",18.33%
"May 8, 2018",18.50%
"May 7, 2018",21.60%
"May 4, 2018",22.15%
"May 3, 2018",22.27%
"May 2, 2018",21.96%
"May 1, 2018",22.68%
"April 30, 2018",22.72%
"April 27, 2018",22.80%
"April 26, 2018",22.87%
"April 25, 2018",20.62%
"April 24, 2018",22.16%
"April 23, 2018",21.13%
"April 20, 2018",22.86%
"April 19, 2018",23.60%
"April 18, 2018",23.43%
"April 17, 2018",24.68%
"April 16, 2018",23.97%
"April 13, 2018",22.52%
"April 12, 2018",21.88%
"April 11, 2018",24.53%
"April 10, 2018",25.01%
"April 9, 2018",25.75%
"April 6, 2018",25.42%
"April 5, 2018",25.54%
"April 4, 2018",25.31%
"April 3, 2018",25.85%
"April 2, 2018",26.49%
"March 29, 2018",25.11%
"March 28, 2018",23.62%
"March 27, 2018",24.02%
"March 26, 2018",21.56%
"March 23, 2018",20.74%
"March 22, 2018",22.26%
"March 21, 2018",21.41%
"March 20, 2018",23.50%
"March 19, 2018",22.81%
"March 16, 2018",23.97%
"March 15, 2018",19.89%
"March 14, 2018",21.02%
"March 13, 2018",18.56%
"March 12, 2018",18.71%
"March 9, 2018",20.24%
"March 8, 2018",19.21%
"March 7, 2018",17.14%
"March 6, 2018",17.31%
"March 5, 2018",18.52%
"March 2, 2018",16.73%
"March 1, 2018",18.41%
"Feb. 28, 2018",16.14%
"Feb. 27, 2018",16.79%
"Feb. 26, 2018",18.09%
"Feb. 23, 2018",20.97%
"Feb. 22, 2018",18.58%
"Feb. 21, 2018",18.32%
"Feb. 20, 2018",21.24%
"Feb. 16, 2018",23.66%
"Feb. 15, 2018",23.26%
"Feb. 14, 2018",19.11%
"Feb. 13, 2018",19.90%
"Feb. 12, 2018",19.55%
"Feb. 9, 2018",18.81%
"Feb. 8, 2018",15.04%
"Feb. 7, 2018",19.11%
"Feb. 6, 2018",20.75%
"Feb. 5, 2018",24.22%
"Feb. 2, 2018",26.29%
"Feb. 1, 2018",27.50%
"Jan. 31, 2018",28.05%
"Jan. 30, 2018",26.66%
"Jan. 29, 2018",28.27%
"Jan. 26, 2018",32.79%
"Jan. 25, 2018",28.63%
"Jan. 24, 2018",26.97%
"Jan. 23, 2018",28.57%
"Jan. 22, 2018",25.79%
"Jan. 19, 2018",25.89%
"Jan. 18, 2018",25.62%
"Jan. 17, 2018",26.34%
"Jan. 16, 2018",26.45%
"Jan. 12, 2018",25.79%
"Jan. 11, 2018",26.04%
"Jan. 10, 2018",26.99%
"Jan. 9, 2018",28.30%
"Jan. 8, 2018",28.92%
"Jan. 5, 2018",27.49%
"Jan. 4, 2018",26.83%
"Jan. 3, 2018",27.86%
"Jan. 2, 2018",29.83%
"Dec. 29, 2017",29.96%
"Dec. 28, 2017",31.77%
"Dec. 27, 2017",30.22%
"Dec. 26, 2017",29.16%
"Dec. 22, 2017",29.97%
"Dec. 21, 2017",30.25%
"Dec. 20, 2017",28.78%
"Dec. 19, 2017",29.26%
"Dec. 18, 2017",31.50%
"Dec. 15, 2017",35.38%
"Dec. 14, 2017",36.15%
"Dec. 13, 2017",31.47%
"Dec. 12, 2017",33.73%
"Dec. 11, 2017",36.71%
"Dec. 8, 2017",36.07%
"Dec. 7, 2017",34.42%
"Dec. 6, 2017",37.50%
"Dec. 5, 2017",35.34%
"Dec. 4, 2017",36.33%
"Dec. 1, 2017",39.42%
"Nov. 30, 2017",38.35%
"Nov. 29, 2017",34.54%
"Nov. 28, 2017",35.68%
"Nov. 27, 2017",36.81%
"Nov. 24, 2017",37.57%
"Nov. 22, 2017",36.33%
"Nov. 21, 2017",36.61%
"Nov. 20, 2017",36.66%
"Nov. 17, 2017",35.95%
"Nov. 16, 2017",37.62%
"Nov. 15, 2017",36.80%
"Nov. 14, 2017",38.41%
"Nov. 13, 2017",38.08%
"Nov. 10, 2017",34.85%
"Nov. 9, 2017",32.14%
"Nov. 8, 2017",23.77%
"Nov. 7, 2017",24.73%
"Nov. 6, 2017",23.28%
"Nov. 3, 2017",23.26%
"Nov. 2, 2017",21.17%
"Nov. 1, 2017",21.84%
"Oct. 31, 2017",21.15%
"Oct. 30, 2017",23.57%
"Oct. 27, 2017",24.55%
"Oct. 26, 2017",21.55%
"Oct. 25, 2017",22.58%
"Oct. 24, 2017",23.99%
"Oct. 23, 2017",24.79%
"Oct. 20, 2017",24.19%
"Oct. 19, 2017",23.51%
"Oct. 18, 2017",21.92%
"Oct. 17, 2017",23.06%
"Oct. 16, 2017",22.16%
"Oct. 13, 2017",20.80%
"Oct. 12, 2017",22.54%
"Oct. 11, 2017",23.71%
"Oct. 10, 2017",21.38%
"Oct. 9, 2017",21.49%
"Oct. 6, 2017",24.94%
"Oct. 5, 2017",24.65%
"Oct. 4, 2017",24.95%
"Oct. 3, 2017",21.27%
"Oct. 2, 2017",19.96%
"Sept. 29, 2017",18.47%
"Sept. 28, 2017",16.22%
"Sept. 27, 2017",15.35%
"Sept. 26, 2017",17.01%
"Sept. 25, 2017",15.83%
"Sept. 22, 2017",14.32%
"Sept. 21, 2017",14.82%
"Sept. 20, 2017",17.33%
"Sept. 19, 2017",18.58%
"Sept. 18, 2017",20.26%
"Sept. 15, 2017",22.29%
"Sept. 14, 2017",22.48%
"Sept. 13, 2017",21.92%
"Sept. 12, 2017",20.96%
"Sept. 11, 2017",25.27%
"Sept. 8, 2017",18.25%
"Sept. 7, 2017",19.53%
"Sept. 6, 2017",18.33%
"Sept. 5, 2017",22.03%
"Sept. 1, 2017",24.10%
"Aug. 31, 2017",24.45%
"Aug. 30, 2017",24.25%
"Aug. 29, 2017",23.20%
"Aug. 28, 2017",24.06%
"Aug. 25, 2017",20.55%
"Aug. 24, 2017",20.27%
"Aug. 23, 2017",20.42%
"Aug. 22, 2017",20.63%
"Aug. 21, 2017",20.28%
"Aug. 18, 2017",18.09%
"Aug. 17, 2017",18.13%
"Aug. 16, 2017",20.96%
"Aug. 15, 2017",18.94%
"Aug. 14, 2017",16.78%
"Aug. 11, 2017",15.87%
"Aug. 10, 2017",16.89%
"Aug. 9, 2017",16.79%
"Aug. 8, 2017",16.95%
"Aug. 7, 2017",16.75%
"Aug. 4, 2017",15.14%
"Aug. 3, 2017",15.18%
"Aug. 2, 2017",14.97%
"Aug. 1, 2017",14.06%
"July 31, 2017",13.87%
"July 28, 2017",13.89%
"July 27, 2017",13.75%
"July 26, 2017",13.28%
"July 25, 2017",10.52%
"July 24, 2017",10.28%
"July 21, 2017",12.56%
"July 20, 2017",12.79%
"July 19, 2017",10.70%
"July 18, 2017",10.32%
"July 17, 2017",10.50%
"July 14, 2017",11.33%
"July 13, 2017",9.68%
"July 12, 2017",10.56%
"July 11, 2017",8.53%
"July 10, 2017",8.54%
"July 7, 2017",9.47%
"July 6, 2017",6.63%
"July 5, 2017",6.07%
"July 3, 2017",7.62%
"June 30, 2017",7.46%
"June 29, 2017",9.57%
"June 28, 2017",9.78%
"June 27, 2017",11.25%
"June 26, 2017",16.50%
"June 23, 2017",15.61%
"June 22, 2017",14.52%
"June 21, 2017",13.51%
"June 20, 2017",14.26%
"June 19, 2017",13.82%
"June 16, 2017",14.41%
"June 15, 2017",14.56%
"June 14, 2017",12.94%
"June 13, 2017",13.24%
"June 12, 2017",12.59%
"June 9, 2017",13.12%
"June 8, 2017",15.07%
"June 7, 2017",17.73%
"June 6, 2017",16.57%
"June 5, 2017",16.46%
"June 2, 2017",19.11%
"June 1, 2017",18.10%
"May 31, 2017",17.75%
"May 30, 2017",17.36%
"May 26, 2017",17.43%
"May 25, 2017",18.14%
"May 24, 2017",16.90%
"May 23, 2017",17.77%
"May 22, 2017",15.94%
"May 19, 2017",15.94%
"May 18, 2017",16.03%
"May 17, 2017",13.92%
"May 16, 2017",11.87%
"May 15, 2017",12.73%
"May 12, 2017",11.89%
"May 11, 2017",12.49%
"May 10, 2017",12.18%
"May 9, 2017",12.52%
"May 8, 2017",13.89%
"May 5, 2017",13.02%
"May 4, 2017",12.46%
"May 3, 2017",12.62%
"May 2, 2017",13.52%
"May 1, 2017",13.15%
"April 28, 2017",14.67%
"April 27, 2017",14.23%
"April 26, 2017",14.98%
"April 25, 2017",16.12%
"April 24, 2017",16.00%
"April 21, 2017",17.81%
"April 20, 2017",13.30%
"April 19, 2017",11.35%
"April 18, 2017",12.03%
"April 17, 2017",11.48%
"April 13, 2017",12.27%
"April 12, 2017",11.50%
"April 11, 2017",11.26%
"April 10, 2017",10.80%
"April 7, 2017",10.96%
"April 6, 2017",11.18%
"April 5, 2017",12.28%
"April 4, 2017",9.11%
"April 3, 2017",8.43%
"March 31, 2017",8.48%
"March 30, 2017",8.13%
"March 29, 2017",9.70%
"March 28, 2017",11.63%
"March 27, 2017",10.65%
"March 24, 2017",12.09%
"March 23, 2017",12.24%
"March 22, 2017",13.13%
"March 21, 2017",12.15%
"March 20, 2017",9.61%
"March 17, 2017",10.06%
"March 16, 2017",10.91%
"March 15, 2017",14.10%
"March 14, 2017",12.72%
"March 13, 2017",12.64%
"March 10, 2017",12.42%
"March 9, 2017",10.74%
"March 8, 2017",12.12%
"March 7, 2017",14.15%
"March 6, 2017",14.31%
"March 3, 2017",17.18%
"March 2, 2017",16.54%
"March 1, 2017",14.93%
"Feb. 28, 2017",16.42%
"Feb. 27, 2017",15.42%
"Feb. 24, 2017",12.90%
"Feb. 23, 2017",11.24%
"Feb. 22, 2017",11.01%
"Feb. 21, 2017",11.77%
"Feb. 17, 2017",13.85%
"Feb. 16, 2017",12.32%
"Feb. 15, 2017",12.20%
"Feb. 14, 2017",12.83%
"Feb. 13, 2017",12.83%
"Feb. 10, 2017",10.31%
"Feb. 9, 2017",8.06%
"Feb. 8, 2017",10.62%
"Feb. 7, 2017",9.44%
"Feb. 6, 2017",9.02%
"Feb. 3, 2017",8.24%
"Feb. 2, 2017",8.38%
"Feb. 1, 2017",8.53%
"Jan. 31, 2017",10.75%
"Jan. 30, 2017",9.61%
"Jan. 27, 2017",13.72%
"Jan. 26, 2017",11.44%
"Jan. 25, 2017",11.84%
"Jan. 24, 2017",11.45%
"Jan. 23, 2017",11.43%
"Jan. 20, 2017",13.25%
"Jan. 19, 2017",10.64%
"Jan. 18, 2017",14.03%
"Jan. 17, 2017",14.21%
"Jan. 13, 2017",13.79%
"Jan. 12, 2017",13.40%
"Jan. 11, 2017",13.10%
"Jan. 10, 2017",12.75%
"Jan. 9, 2017",12.53%
"Jan. 6, 2017",13.82%
"Jan. 5, 2017",13.79%
"Jan. 4, 2017",14.97%
"Jan. 3, 2017",14.27%
"Dec. 30, 2016",13.87%
"Dec. 29, 2016",14.84%
"Dec. 28, 2016",14.10%
"Dec. 27, 2016",14.74%
"Dec. 23, 2016",14.67%
"Dec. 22, 2016",15.54%
"Dec. 21, 2016",15.93%
"Dec. 20, 2016",16.83%
"Dec. 19, 2016",16.76%
"Dec. 16, 2016",14.71%
"Dec. 15, 2016",18.55%
"Dec. 14, 2016",18.42%
"Dec. 13, 2016",22.18%
"Dec. 12, 2016",20.57%
"Dec. 9, 2016",17.95%
"Dec. 8, 2016",17.65%
"Dec. 7, 2016",19.39%
"Dec. 6, 2016",16.92%
"Dec. 5, 2016",17.18%
"Dec. 2, 2016",16.76%
"Dec. 1, 2016",12.31%
"Nov. 30, 2016",14.39%
"Nov. 29, 2016",18.01%
"Nov. 28, 2016",17.04%
"Nov. 25, 2016",16.06%
"Nov. 23, 2016",12.87%
"Nov. 22, 2016",12.68%
"Nov. 21, 2016",13.20%
"Nov. 18, 2016",14.43%
"Nov. 17, 2016",13.93%
"Nov. 16, 2016",11.92%
"Nov. 15, 2016",14.54%
"Nov. 14, 2016",13.95%
"Nov. 11, 2016",13.86%
"Nov. 10, 2016",16.22%
"Nov. 9, 2016",18.78%
"Nov. 8, 2016",26.64%
"Nov. 7, 2016",26.12%
"Nov. 4, 2016",19.34%
"Nov. 3, 2016",21.04%
"Nov. 2, 2016",20.98%
"Nov. 1, 2016",22.63%
"Oct. 31, 2016",24.68%
"Oct. 28, 2016",22.13%
"Oct. 27, 2016",20.19%
"Oct. 26, 2016",21.52%
"Oct. 25, 2016",20.05%
"Oct. 24, 2016",18.96%
"Oct. 21, 2016",18.72%
"Oct. 20, 2016",19.42%
"Oct. 19, 2016",20.05%
"Oct. 18, 2016",20.69%
"Oct. 17, 2016",19.68%
"Oct. 14, 2016",22.89%
"Oct. 13, 2016",23.10%
"Oct. 12, 2016",21.22%
"Oct. 11, 2016",19.89%
"Oct. 10, 2016",21.50%
"Oct. 7, 2016",21.83%
"Oct. 6, 2016",18.21%
"Oct. 5, 2016",17.69%
"Oct. 4, 2016",20.66%
"Oct. 3, 2016",22.92%
"Sept. 30, 2016",25.39%
"Sept. 29, 2016",27.80%
"Sept. 28, 2016",29.66%
"Sept. 27, 2016",28.58%
"Sept. 26, 2016",28.01%
"Sept. 23, 2016",30.70%
"Sept. 22, 2016",31.92%
"Sept. 21, 2016",30.38%
"Sept. 20, 2016",28.55%
"Sept. 19, 2016",28.21%
