date,sales_est_0y
"May 13, 2019",6.646B
"May 6, 2019",6.647B
"April 30, 2019",6.646B
"April 29, 2019",6.657B
"April 26, 2019",6.838B
"April 25, 2019",7.314B
"April 24, 2019",6.328B
"April 18, 2019",6.297B
"April 16, 2019",6.237B
"April 15, 2019",6.198B
"April 12, 2019",6.198B
"April 11, 2019",6.200B
"March 22, 2019",6.255B
"March 19, 2019",6.178B
"March 18, 2019",6.147B
"March 11, 2019",6.119B
"March 5, 2019",6.115B
"March 2, 2019",6.185B
"Feb. 7, 2019",6.198B
"Feb. 4, 2019",6.301B
"Jan. 31, 2019",6.341B
"Jan. 30, 2019",6.208B
"Jan. 29, 2019",6.179B
"Jan. 28, 2019",6.218B
"Jan. 23, 2019",6.167B
"Jan. 17, 2019",6.156B
"Jan. 16, 2019",6.156B
"Jan. 12, 2019",6.197B
"Jan. 10, 2019",6.177B
"Jan. 9, 2019",6.183B
"Jan. 7, 2019",6.295B
"Jan. 2, 2019",6.429B
"Dec. 31, 2018",6.278B
"Dec. 21, 2018",6.339B
"Dec. 18, 2018",6.368B
"Dec. 17, 2018",6.392B
"Dec. 15, 2018",6.391B
"Dec. 13, 2018",6.391B
"Dec. 7, 2018",6.387B
"Dec. 5, 2018",6.391B
"Dec. 4, 2018",6.405B
"Nov. 20, 2018",6.383B
"Nov. 19, 2018",6.408B
"Nov. 18, 2018",6.435B
"Nov. 16, 2018",6.435B
"Nov. 15, 2018",6.495B
"Nov. 13, 2018",6.495B
"Nov. 8, 2018",6.524B
"Nov. 5, 2018",6.468B
"Nov. 1, 2018",6.595B
"Oct. 31, 2018",6.550B
"Oct. 23, 2018",6.177B
"Oct. 15, 2018",6.162B
"Oct. 12, 2018",6.161B
"Oct. 11, 2018",6.150B
"Oct. 9, 2018",6.142B
"Oct. 8, 2018",6.133B
"Sept. 28, 2018",6.105B
"Sept. 27, 2018",6.105B
"Sept. 26, 2018",6.115B
"Sept. 18, 2018",6.115B
"Aug. 22, 2018",6.123B
"Aug. 21, 2018",6.089B
"Aug. 13, 2018",6.045B
"Aug. 10, 2018",6.043B
"Aug. 3, 2018",6.070B
"July 31, 2018",6.104B
"July 30, 2018",6.104B
"July 27, 2018",6.122B
"July 25, 2018",6.197B
"July 24, 2018",5.846B
"July 23, 2018",5.889B
"July 20, 2018",5.880B
"July 19, 2018",5.900B
"July 17, 2018",6.007B
"July 16, 2018",5.988B
"July 13, 2018",5.979B
"July 11, 2018",6.032B
"July 9, 2018",6.059B
"July 7, 2018",6.067B
"July 5, 2018",6.067B
"June 29, 2018",5.894B
"June 28, 2018",5.791B
"June 8, 2018",5.755B
"May 25, 2018",5.769B
"May 19, 2018",5.764B
"May 17, 2018",5.714B
"May 16, 2018",5.649B
"May 1, 2018",5.579B
"April 30, 2018",5.651B
"April 26, 2018",5.649B
"April 25, 2018",6.406B
"April 24, 2018",5.734B
"April 19, 2018",5.510B
"April 18, 2018",5.470B
"April 17, 2018",5.468B
"April 11, 2018",5.466B
"April 9, 2018",5.524B
"March 16, 2018",5.403B
"March 14, 2018",5.278B
"March 12, 2018",5.267B
"March 9, 2018",5.157B
"March 8, 2018",5.158B
"March 7, 2018",5.237B
"March 6, 2018",5.237B
"Feb. 26, 2018",5.351B
"Feb. 12, 2018",5.263B
"Feb. 8, 2018",5.351B
"Feb. 7, 2018",5.195B
"Feb. 6, 2018",5.174B
"Feb. 5, 2018",4.894B
"Feb. 1, 2018",4.912B
"Jan. 31, 2018",4.908B
"Jan. 30, 2018",4.908B
"Jan. 23, 2018",4.967B
"Jan. 22, 2018",4.947B
"Jan. 18, 2018",4.944B
"Jan. 16, 2018",5.059B
"Jan. 11, 2018",5.115B
"Jan. 8, 2018",5.107B
