date,three_year_return
"Nov. 6, 2019",73.41%
"Nov. 5, 2019",74.68%
"Nov. 4, 2019",74.94%
"Nov. 1, 2019",67.86%
"Oct. 31, 2019",63.71%
"Oct. 30, 2019",68.62%
"Oct. 29, 2019",72.05%
"Oct. 28, 2019",70.77%
"Oct. 25, 2019",68.45%
"Oct. 24, 2019",72.56%
"Oct. 23, 2019",68.31%
"Oct. 22, 2019",68.88%
"Oct. 21, 2019",67.16%
"Oct. 18, 2019",64.19%
"Oct. 17, 2019",66.39%
"Oct. 16, 2019",65.63%
"Oct. 15, 2019",66.29%
"Oct. 14, 2019",64.58%
"Oct. 11, 2019",62.39%
"Oct. 10, 2019",56.74%
"Oct. 9, 2019",56.75%
"Oct. 8, 2019",53.53%
"Oct. 7, 2019",53.71%
"Oct. 4, 2019",57.54%
"Oct. 3, 2019",57.92%
"Oct. 2, 2019",56.23%
"Oct. 1, 2019",60.79%
"Sept. 30, 2019",60.83%
"Sept. 27, 2019",53.47%
"Sept. 26, 2019",53.10%
"Sept. 25, 2019",50.28%
"Sept. 24, 2019",49.27%
"Sept. 23, 2019",51.14%
"Sept. 20, 2019",49.41%
"Sept. 19, 2019",46.22%
"Sept. 18, 2019",47.36%
"Sept. 17, 2019",48.62%
"Sept. 16, 2019",45.23%
"Sept. 13, 2019",54.53%
"Sept. 12, 2019",49.79%
"Sept. 11, 2019",50.53%
"Sept. 10, 2019",48.73%
"Sept. 9, 2019",44.54%
"Sept. 6, 2019",41.36%
"Sept. 5, 2019",40.05%
"Sept. 4, 2019",36.39%
"Sept. 3, 2019",36.00%
"Aug. 30, 2019",34.91%
"Aug. 29, 2019",35.25%
"Aug. 28, 2019",31.62%
"Aug. 27, 2019",29.72%
"Aug. 26, 2019",33.34%
"Aug. 23, 2019",34.36%
"Aug. 22, 2019",42.24%
"Aug. 21, 2019",43.01%
"Aug. 20, 2019",42.30%
"Aug. 19, 2019",45.38%
"Aug. 16, 2019",43.34%
"Aug. 15, 2019",40.72%
"Aug. 14, 2019",39.89%
"Aug. 13, 2019",44.93%
"Aug. 12, 2019",42.00%
"Aug. 9, 2019",50.22%
"Aug. 8, 2019",45.34%
"Aug. 7, 2019",41.70%
"Aug. 6, 2019",43.63%
"Aug. 5, 2019",41.64%
"Aug. 2, 2019",56.77%
"Aug. 1, 2019",63.35%
"July 31, 2019",63.06%
"July 30, 2019",62.18%
"July 29, 2019",60.73%
"July 26, 2019",60.07%
"July 25, 2019",65.94%
"July 24, 2019",72.75%
"July 23, 2019",69.95%
"July 22, 2019",69.11%
"July 19, 2019",64.50%
"July 18, 2019",65.28%
"July 17, 2019",66.68%
"July 16, 2019",68.62%
"July 15, 2019",68.84%
"July 12, 2019",72.08%
"July 11, 2019",74.12%
"July 10, 2019",74.73%
"July 9, 2019",72.30%
"July 8, 2019",70.46%
"July 5, 2019",64.21%
"July 3, 2019",59.40%
"July 2, 2019",56.91%
"July 1, 2019",63.81%
"June 28, 2019",65.17%
"June 27, 2019",64.15%
"June 26, 2019",61.59%
"June 25, 2019",55.31%
"June 24, 2019",53.65%
"June 21, 2019",56.11%
"June 20, 2019",54.32%
"June 19, 2019",51.15%
"June 18, 2019",50.45%
"June 17, 2019",48.77%
"June 14, 2019",51.13%
"June 13, 2019",51.43%
"June 12, 2019",43.18%
"June 11, 2019",42.92%
"June 10, 2019",41.98%
"June 7, 2019",34.31%
"June 6, 2019",35.60%
"June 5, 2019",32.62%
"June 4, 2019",33.91%
"June 3, 2019",30.55%
"May 31, 2019",28.70%
"May 30, 2019",33.53%
"May 29, 2019",37.18%
"May 28, 2019",37.60%
"May 24, 2019",37.71%
"May 23, 2019",38.47%
"May 22, 2019",43.15%
"May 21, 2019",46.93%
"May 20, 2019",46.23%
"May 17, 2019",51.51%
"May 16, 2019",54.86%
"May 15, 2019",51.28%
"May 14, 2019",50.54%
"May 13, 2019",47.72%
"May 10, 2019",49.52%
"May 9, 2019",48.67%
"May 8, 2019",48.84%
"May 7, 2019",52.38%
"May 6, 2019",56.05%
"May 3, 2019",53.46%
"May 2, 2019",47.53%
"May 1, 2019",52.49%
"April 30, 2019",54.00%
"April 29, 2019",52.20%
"April 26, 2019",45.74%
"April 25, 2019",47.05%
"April 24, 2019",43.26%
"April 23, 2019",47.42%
"April 22, 2019",48.84%
"April 18, 2019",45.02%
"April 17, 2019",50.31%
"April 16, 2019",48.46%
"April 15, 2019",47.34%
"April 12, 2019",45.17%
"April 11, 2019",46.59%
"April 10, 2019",40.23%
"April 9, 2019",34.97%
"April 8, 2019",36.70%
"April 5, 2019",37.30%
"April 4, 2019",33.28%
"April 3, 2019",33.94%
"April 2, 2019",34.24%
"April 1, 2019",37.39%
"March 29, 2019",29.95%
"March 28, 2019",30.03%
"March 27, 2019",30.65%
"March 26, 2019",32.14%
"March 25, 2019",29.83%
"March 22, 2019",28.09%
"March 21, 2019",31.18%
"March 20, 2019",32.66%
"March 19, 2019",32.64%
"March 18, 2019",33.13%
"March 15, 2019",31.01%
"March 14, 2019",31.91%
"March 13, 2019",28.84%
"March 12, 2019",28.27%
"March 11, 2019",27.70%
"March 8, 2019",27.95%
"March 7, 2019",27.42%
"March 6, 2019",27.33%
"March 5, 2019",27.02%
"March 4, 2019",29.18%
"March 1, 2019",34.58%
"Feb. 28, 2019",36.71%
"Feb. 27, 2019",39.27%
"Feb. 26, 2019",41.49%
"Feb. 25, 2019",40.02%
"Feb. 22, 2019",45.40%
"Feb. 21, 2019",48.08%
"Feb. 20, 2019",49.75%
"Feb. 19, 2019",48.62%
"Feb. 15, 2019",46.15%
"Feb. 14, 2019",44.78%
"Feb. 13, 2019",44.52%
"Feb. 12, 2019",42.56%
"Feb. 11, 2019",49.97%
"Feb. 8, 2019",53.48%
"Feb. 7, 2019",46.90%
"Feb. 6, 2019",50.42%
"Feb. 5, 2019",50.49%
"Feb. 4, 2019",37.22%
"Feb. 1, 2019",24.10%
"Jan. 31, 2019",29.39%
"Jan. 30, 2019",22.71%
"Jan. 29, 2019",19.55%
"Jan. 28, 2019",25.55%
"Jan. 25, 2019",26.17%
"Jan. 24, 2019",16.34%
"Jan. 23, 2019",17.57%
"Jan. 22, 2019",20.85%
"Jan. 18, 2019",24.36%
"Jan. 17, 2019",21.20%
"Jan. 16, 2019",18.96%
"Jan. 15, 2019",18.61%
"Jan. 14, 2019",17.28%
"Jan. 11, 2019",13.61%
"Jan. 10, 2019",13.42%
"Jan. 9, 2019",13.23%
"Jan. 8, 2019",13.33%
"Jan. 7, 2019",6.94%
"Jan. 4, 2019",10.11%
"Jan. 3, 2019",4.94%
"Jan. 2, 2019",6.86%
"Dec. 31, 2018",6.02%
"Dec. 28, 2018",4.05%
"Dec. 27, 2018",3.75%
"Dec. 26, 2018",1.92%
"Dec. 24, 2018",-4.16%
"Dec. 21, 2018",0.75%
"Dec. 20, 2018",0.83%
"Dec. 19, 2018",1.36%
"Dec. 18, 2018",1.47%
"Dec. 17, 2018",1.26%
"Dec. 14, 2018",8.51%
"Dec. 13, 2018",8.81%
"Dec. 12, 2018",9.08%
"Dec. 11, 2018",8.53%
"Dec. 10, 2018",2.80%
"Dec. 7, 2018",7.35%
"Dec. 6, 2018",10.44%
"Dec. 4, 2018",11.37%
"Dec. 3, 2018",16.16%
"Nov. 30, 2018",11.19%
"Nov. 29, 2018",8.95%
"Nov. 28, 2018",8.88%
"Nov. 27, 2018",6.16%
"Nov. 26, 2018",8.02%
"Nov. 23, 2018",5.99%
"Nov. 21, 2018",10.03%
"Nov. 20, 2018",9.21%
"Nov. 19, 2018",13.42%
"Nov. 16, 2018",20.50%
"Nov. 15, 2018",20.75%
"Nov. 14, 2018",19.40%
"Nov. 13, 2018",21.19%
"Nov. 12, 2018",23.86%
"Nov. 9, 2018",24.24%
"Nov. 8, 2018",23.28%
"Nov. 7, 2018",28.69%
"Nov. 6, 2018",26.87%
"Nov. 5, 2018",26.72%
"Nov. 2, 2018",34.98%
"Nov. 1, 2018",40.34%
"Oct. 31, 2018",38.18%
"Oct. 30, 2018",36.68%
"Oct. 29, 2018",32.78%
"Oct. 26, 2018",38.59%
"Oct. 25, 2018",41.51%
"Oct. 24, 2018",40.39%
"Oct. 23, 2018",48.44%
"Oct. 22, 2018",53.83%
"Oct. 19, 2018",51.00%
"Oct. 18, 2018",62.18%
"Oct. 17, 2018",62.73%
"Oct. 16, 2018",66.13%
"Oct. 15, 2018",63.86%
"Oct. 12, 2018",67.83%
"Oct. 11, 2018",66.50%
"Oct. 10, 2018",72.65%
"Oct. 9, 2018",80.16%
"Oct. 8, 2018",76.81%
"Oct. 5, 2018",81.34%
"Oct. 4, 2018",85.77%
"Oct. 3, 2018",90.16%
"Oct. 2, 2018",83.07%
"Oct. 1, 2018",82.97%
"Sept. 28, 2018",96.53%
"Sept. 27, 2018",89.59%
"Sept. 26, 2018",91.61%
"Sept. 25, 2018",92.01%
"Sept. 24, 2018",92.24%
"Sept. 21, 2018",88.04%
"Sept. 20, 2018",84.41%
"Sept. 19, 2018",83.11%
"Sept. 18, 2018",92.51%
"Sept. 17, 2018",90.56%
"Sept. 14, 2018",92.87%
"Sept. 13, 2018",85.71%
"Sept. 12, 2018",84.88%
"Sept. 11, 2018",82.96%
"Sept. 10, 2018",83.08%
"Sept. 7, 2018",96.85%
"Sept. 6, 2018",98.55%
"Sept. 5, 2018",99.98%
"Sept. 4, 2018",105.7%
"Aug. 31, 2018",98.65%
"Aug. 30, 2018",101.8%
"Aug. 29, 2018",104.4%
"Aug. 28, 2018",104.1%
"Aug. 27, 2018",107.7%
"Aug. 24, 2018",106.0%
"Aug. 23, 2018",93.10%
"Aug. 22, 2018",89.21%
"Aug. 21, 2018",86.69%
"Aug. 20, 2018",68.62%
"Aug. 17, 2018",59.21%
"Aug. 16, 2018",63.42%
"Aug. 15, 2018",63.71%
"Aug. 14, 2018",68.89%
"Aug. 13, 2018",64.74%
"Aug. 10, 2018",67.20%
"Aug. 9, 2018",76.00%
"Aug. 8, 2018",77.16%
"Aug. 7, 2018",78.40%
"Aug. 6, 2018",74.92%
"Aug. 3, 2018",78.44%
"Aug. 2, 2018",75.81%
"Aug. 1, 2018",78.02%
"July 31, 2018",80.41%
"July 30, 2018",82.56%
"July 27, 2018",80.72%
"July 26, 2018",77.82%
"July 25, 2018",66.41%
"July 24, 2018",63.27%
"July 23, 2018",61.72%
"July 20, 2018",59.55%
"July 19, 2018",57.49%
"July 18, 2018",56.98%
"July 17, 2018",56.15%
"July 16, 2018",57.57%
"July 13, 2018",60.52%
"July 12, 2018",62.17%
"July 11, 2018",61.52%
"July 10, 2018",64.95%
"July 9, 2018",70.44%
"July 6, 2018",65.03%
"July 5, 2018",66.15%
"July 3, 2018",67.14%
"July 2, 2018",68.77%
"June 29, 2018",83.01%
"June 28, 2018",79.16%
"June 27, 2018",79.84%
"June 26, 2018",81.03%
"June 25, 2018",81.16%
"June 22, 2018",87.32%
"June 21, 2018",84.35%
"June 20, 2018",91.83%
"June 19, 2018",93.30%
"June 18, 2018",93.36%
"June 15, 2018",96.99%
"June 14, 2018",98.50%
"June 13, 2018",100.3%
"June 12, 2018",100.5%
"June 11, 2018",102.1%
"June 8, 2018",107.8%
"June 7, 2018",110.4%
"June 6, 2018",109.9%
"June 5, 2018",113.6%
"June 4, 2018",118.8%
"June 1, 2018",110.6%
"May 31, 2018",104.6%
"May 30, 2018",106.3%
"May 29, 2018",101.7%
"May 25, 2018",94.67%
"May 24, 2018",99.84%
"May 23, 2018",98.48%
"May 22, 2018",97.00%
"May 21, 2018",101.4%
"May 18, 2018",99.57%
"May 17, 2018",100.8%
"May 16, 2018",92.87%
"May 15, 2018",94.40%
"May 14, 2018",93.79%
"May 11, 2018",96.72%
"May 10, 2018",93.76%
"May 9, 2018",94.31%
"May 8, 2018",91.56%
"May 7, 2018",96.69%
"May 4, 2018",95.13%
"May 3, 2018",92.48%
"May 2, 2018",90.58%
"May 1, 2018",87.98%
"April 30, 2018",94.96%
"April 27, 2018",84.81%
"April 26, 2018",85.75%
"April 25, 2018",80.98%
"April 24, 2018",80.33%
"April 23, 2018",84.47%
"April 20, 2018",88.88%
"April 19, 2018",87.98%
"April 18, 2018",86.83%
"April 17, 2018",85.35%
"April 16, 2018",81.07%
"April 13, 2018",77.22%
"April 12, 2018",68.31%
"April 11, 2018",67.94%
"April 10, 2018",65.56%
"April 9, 2018",62.95%
"April 6, 2018",59.89%
"April 5, 2018",60.30%
"April 4, 2018",56.10%
"April 3, 2018",55.02%
"April 2, 2018",53.11%
"March 29, 2018",49.94%
"March 28, 2018",45.92%
"March 27, 2018",49.14%
"March 26, 2018",48.71%
"March 23, 2018",45.98%
"March 22, 2018",51.16%
"March 21, 2018",55.08%
"March 20, 2018",53.48%
"March 19, 2018",52.86%
"March 16, 2018",57.21%
"March 15, 2018",57.75%
"March 14, 2018",58.31%
"March 13, 2018",59.73%
"March 12, 2018",60.42%
"March 9, 2018",60.96%
"March 8, 2018",58.85%
"March 7, 2018",56.69%
"March 6, 2018",56.15%
"March 5, 2018",52.70%
"March 2, 2018",57.15%
"March 1, 2018",47.22%
"Feb. 28, 2018",46.57%
"Feb. 27, 2018",50.38%
"Feb. 26, 2018",50.57%
"Feb. 23, 2018",47.94%
"Feb. 22, 2018",51.60%
"Feb. 21, 2018",49.59%
"Feb. 20, 2018",50.82%
"Feb. 16, 2018",59.16%
"Feb. 15, 2018",58.70%
"Feb. 14, 2018",58.07%
"Feb. 13, 2018",52.70%
"Feb. 12, 2018",57.10%
"Feb. 9, 2018",62.02%
"Feb. 8, 2018",58.17%
"Feb. 7, 2018",63.76%
"Feb. 6, 2018",64.89%
"Feb. 5, 2018",63.19%
"Feb. 2, 2018",71.18%
"Feb. 1, 2018",79.07%
"Jan. 31, 2018",81.49%
"Jan. 30, 2018",78.40%
"Jan. 29, 2018",85.08%
"Jan. 26, 2018",92.79%
"Jan. 25, 2018",93.74%
"Jan. 24, 2018",94.70%
"Jan. 23, 2018",96.75%
"Jan. 22, 2018",106.1%
"Jan. 19, 2018",114.2%
"Jan. 18, 2018",112.5%
"Jan. 17, 2018",114.9%
"Jan. 16, 2018",111.8%
"Jan. 12, 2018",104.2%
"Jan. 11, 2018",94.35%
"Jan. 10, 2018",93.53%
"Jan. 9, 2018",93.42%
"Jan. 8, 2018",88.36%
"Jan. 5, 2018",94.80%
"Jan. 4, 2018",85.92%
"Jan. 3, 2018",85.32%
"Jan. 2, 2018",84.35%
"Dec. 29, 2017",83.78%
"Dec. 28, 2017",83.54%
"Dec. 27, 2017",83.22%
"Dec. 26, 2017",82.66%
"Dec. 22, 2017",86.59%
"Dec. 21, 2017",85.60%
"Dec. 20, 2017",84.45%
"Dec. 19, 2017",80.18%
"Dec. 18, 2017",88.93%
"Dec. 15, 2017",91.26%
"Dec. 14, 2017",89.06%
"Dec. 13, 2017",89.00%
"Dec. 12, 2017",87.90%
"Dec. 11, 2017",86.28%
"Dec. 8, 2017",82.08%
"Dec. 7, 2017",71.94%
"Dec. 6, 2017",70.69%
"Dec. 5, 2017",72.32%
"Dec. 4, 2017",62.11%
"Dec. 1, 2017",72.13%
"Nov. 30, 2017",76.14%
"Nov. 29, 2017",71.45%
"Nov. 28, 2017",71.24%
"Nov. 27, 2017",61.21%
"Nov. 24, 2017",61.88%
"Nov. 22, 2017",63.75%
"Nov. 21, 2017",66.63%
"Nov. 20, 2017",63.33%
"Nov. 17, 2017",66.69%
"Nov. 16, 2017",65.87%
"Nov. 15, 2017",64.57%
"Nov. 14, 2017",64.35%
"Nov. 13, 2017",62.38%
"Nov. 10, 2017",60.84%
"Nov. 9, 2017",60.25%
"Nov. 8, 2017",61.02%
"Nov. 7, 2017",61.34%
"Nov. 6, 2017",62.12%
"Nov. 3, 2017",60.67%
"Nov. 2, 2017",62.89%
"Nov. 1, 2017",61.13%
"Oct. 31, 2017",57.50%
"Oct. 30, 2017",60.49%
"Oct. 27, 2017",60.77%
"Oct. 26, 2017",56.91%
"Oct. 25, 2017",59.77%
"Oct. 24, 2017",59.79%
"Oct. 23, 2017",61.22%
"Oct. 20, 2017",67.44%
"Oct. 19, 2017",71.94%
"Oct. 18, 2017",71.92%
"Oct. 17, 2017",71.92%
"Oct. 16, 2017",73.01%
"Oct. 13, 2017",75.26%
"Oct. 12, 2017",72.56%
"Oct. 11, 2017",72.58%
"Oct. 10, 2017",71.36%
"Oct. 9, 2017",69.78%
"Oct. 6, 2017",72.70%
"Oct. 5, 2017",72.71%
"Oct. 4, 2017",73.65%
"Oct. 3, 2017",73.38%
"Oct. 2, 2017",70.58%
"Sept. 29, 2017",64.49%
"Sept. 28, 2017",63.21%
"Sept. 27, 2017",60.51%
"Sept. 26, 2017",59.42%
"Sept. 25, 2017",62.14%
"Sept. 22, 2017",57.19%
"Sept. 21, 2017",51.66%
"Sept. 20, 2017",51.29%
"Sept. 19, 2017",50.32%
"Sept. 18, 2017",51.62%
"Sept. 15, 2017",45.22%
"Sept. 14, 2017",44.44%
"Sept. 13, 2017",46.63%
"Sept. 12, 2017",45.00%
"Sept. 11, 2017",39.98%
"Sept. 8, 2017",29.93%
"Sept. 7, 2017",29.90%
"Sept. 6, 2017",28.49%
"Sept. 5, 2017",28.11%
"Sept. 1, 2017",27.82%
"Aug. 31, 2017",25.78%
"Aug. 30, 2017",26.36%
"Aug. 29, 2017",25.45%
"Aug. 28, 2017",26.33%
"Aug. 25, 2017",24.90%
"Aug. 24, 2017",25.33%
"Aug. 23, 2017",22.11%
"Aug. 22, 2017",21.87%
"Aug. 21, 2017",20.91%
"Aug. 18, 2017",21.44%
"Aug. 17, 2017",22.98%
"Aug. 16, 2017",25.72%
"Aug. 15, 2017",27.93%
"Aug. 14, 2017",26.54%
"Aug. 11, 2017",29.60%
"Aug. 10, 2017",28.89%
"Aug. 9, 2017",30.32%
"Aug. 8, 2017",31.99%
"Aug. 7, 2017",33.73%
"Aug. 4, 2017",35.92%
"Aug. 3, 2017",35.80%
"Aug. 2, 2017",35.80%
"Aug. 1, 2017",36.44%
"July 31, 2017",35.77%
"July 28, 2017",35.99%
"July 27, 2017",37.38%
"July 26, 2017",38.19%
"July 25, 2017",39.11%
"July 24, 2017",39.03%
"July 21, 2017",41.74%
"July 20, 2017",38.33%
"July 19, 2017",39.38%
"July 18, 2017",38.31%
"July 17, 2017",38.06%
"July 14, 2017",36.27%
"July 13, 2017",35.26%
"July 12, 2017",35.76%
"July 11, 2017",35.56%
"July 10, 2017",38.37%
"July 7, 2017",35.63%
"July 6, 2017",30.31%
"July 5, 2017",31.51%
"July 3, 2017",33.37%
"June 30, 2017",34.65%
"June 29, 2017",29.84%
"June 28, 2017",30.58%
"June 27, 2017",29.30%
"June 26, 2017",26.34%
"June 23, 2017",15.13%
"June 22, 2017",13.01%
"June 21, 2017",12.76%
"June 20, 2017",14.45%
"June 19, 2017",16.68%
"June 16, 2017",23.34%
"June 15, 2017",20.38%
"June 14, 2017",20.49%
"June 13, 2017",23.80%
"June 12, 2017",22.51%
"June 9, 2017",19.00%
"June 8, 2017",14.42%
"June 7, 2017",12.82%
"June 6, 2017",12.80%
"June 5, 2017",12.15%
"June 2, 2017",9.89%
"June 1, 2017",10.83%
"May 31, 2017",9.67%
"May 30, 2017",10.78%
"May 26, 2017",14.50%
"May 25, 2017",15.86%
"May 24, 2017",17.00%
"May 23, 2017",17.57%
"May 22, 2017",16.77%
"May 19, 2017",15.56%
"May 18, 2017",15.32%
"May 17, 2017",15.79%
"May 16, 2017",17.13%
"May 15, 2017",17.41%
"May 12, 2017",18.02%
"May 11, 2017",18.63%
"May 10, 2017",19.22%
"May 9, 2017",19.13%
"May 8, 2017",16.37%
"May 5, 2017",12.15%
"May 4, 2017",11.16%
"May 3, 2017",12.07%
"May 2, 2017",11.36%
"May 1, 2017",11.52%
"April 28, 2017",11.45%
"April 27, 2017",15.26%
"April 26, 2017",14.52%
"April 25, 2017",16.16%
"April 24, 2017",18.16%
"April 21, 2017",16.03%
"April 20, 2017",14.46%
"April 19, 2017",13.38%
"April 18, 2017",14.55%
"April 17, 2017",16.41%
"April 13, 2017",26.92%
"April 12, 2017",27.81%
"April 11, 2017",28.79%
"April 10, 2017",25.84%
"April 7, 2017",26.31%
"April 6, 2017",19.66%
"April 5, 2017",19.69%
"April 4, 2017",21.02%
"April 3, 2017",18.71%
"March 31, 2017",24.84%
"March 30, 2017",25.29%
"March 29, 2017",27.01%
"March 28, 2017",25.41%
"March 27, 2017",26.95%
"March 24, 2017",21.52%
"March 23, 2017",24.74%
"March 22, 2017",25.62%
"March 21, 2017",24.84%
"March 20, 2017",24.17%
"March 17, 2017",26.84%
"March 16, 2017",26.41%
"March 15, 2017",26.74%
"March 14, 2017",24.36%
"March 13, 2017",25.20%
"March 10, 2017",24.50%
"March 9, 2017",25.46%
"March 8, 2017",26.19%
"March 7, 2017",23.83%
"March 6, 2017",25.64%
"March 3, 2017",36.67%
"March 2, 2017",38.50%
"March 1, 2017",42.73%
"Feb. 28, 2017",41.62%
"Feb. 27, 2017",38.61%
"Feb. 24, 2017",31.03%
"Feb. 23, 2017",33.45%
"Feb. 22, 2017",31.42%
"Feb. 21, 2017",31.93%
"Feb. 17, 2017",31.35%
"Feb. 16, 2017",33.57%
"Feb. 15, 2017",35.90%
"Feb. 14, 2017",35.62%
"Feb. 13, 2017",36.79%
"Feb. 10, 2017",42.46%
"Feb. 9, 2017",38.51%
"Feb. 8, 2017",37.40%
"Feb. 7, 2017",34.04%
"Feb. 6, 2017",38.00%
"Feb. 3, 2017",34.10%
"Feb. 2, 2017",28.02%
"Feb. 1, 2017",27.93%
"Jan. 31, 2017",28.69%
"Jan. 30, 2017",32.72%
"Jan. 27, 2017",35.79%
"Jan. 26, 2017",37.38%
"Jan. 25, 2017",39.34%
"Jan. 24, 2017",38.38%
"Jan. 23, 2017",29.27%
"Jan. 20, 2017",28.82%
"Jan. 19, 2017",28.49%
"Jan. 18, 2017",29.81%
"Jan. 17, 2017",28.72%
"Jan. 13, 2017",28.94%
"Jan. 12, 2017",24.94%
"Jan. 11, 2017",26.00%
"Jan. 10, 2017",24.96%
"Jan. 9, 2017",25.46%
"Jan. 6, 2017",33.77%
"Jan. 5, 2017",37.14%
"Jan. 4, 2017",37.57%
"Jan. 3, 2017",42.70%
"Dec. 30, 2016",40.46%
"Dec. 29, 2016",41.01%
"Dec. 28, 2016",41.09%
"Dec. 27, 2016",42.70%
"Dec. 23, 2016",42.60%
"Dec. 22, 2016",44.70%
"Dec. 21, 2016",43.04%
"Dec. 20, 2016",42.28%
"Dec. 19, 2016",44.56%
"Dec. 16, 2016",45.45%
"Dec. 15, 2016",46.63%
"Dec. 14, 2016",44.14%
"Dec. 13, 2016",45.68%
"Dec. 12, 2016",45.64%
"Dec. 9, 2016",47.38%
"Dec. 8, 2016",46.78%
"Dec. 7, 2016",45.00%
"Dec. 6, 2016",38.94%
"Dec. 5, 2016",42.27%
"Dec. 2, 2016",31.24%
"Dec. 1, 2016",32.39%
"Nov. 30, 2016",34.65%
"Nov. 29, 2016",39.48%
"Nov. 28, 2016",38.76%
"Nov. 25, 2016",45.49%
"Nov. 23, 2016",46.72%
"Nov. 22, 2016",47.93%
"Nov. 21, 2016",51.72%
"Nov. 18, 2016",47.69%
"Nov. 17, 2016",50.40%
"Nov. 16, 2016",47.98%
"Nov. 15, 2016",46.86%
"Nov. 14, 2016",46.08%
"Nov. 11, 2016",54.92%
"Nov. 10, 2016",56.15%
"Nov. 9, 2016",53.84%
"Nov. 8, 2016",44.20%
"Nov. 7, 2016",48.98%
"Nov. 4, 2016",39.28%
"Nov. 3, 2016",41.12%
"Nov. 2, 2016",42.51%
"Nov. 1, 2016",45.10%
"Oct. 31, 2016",43.89%
"Oct. 28, 2016",48.54%
"Oct. 27, 2016",49.11%
"Oct. 26, 2016",50.91%
"Oct. 25, 2016",49.42%
"Oct. 24, 2016",42.47%
"Oct. 21, 2016",40.28%
"Oct. 20, 2016",40.08%
"Oct. 19, 2016",39.49%
"Oct. 18, 2016",41.84%
"Oct. 17, 2016",41.05%
"Oct. 14, 2016",47.09%
"Oct. 13, 2016",47.37%
"Oct. 12, 2016",47.21%
"Oct. 11, 2016",48.30%
"Oct. 10, 2016",53.89%
"Oct. 7, 2016",59.38%
"Oct. 6, 2016",59.41%
"Oct. 5, 2016",59.12%
"Oct. 4, 2016",55.78%
"Oct. 3, 2016",55.13%
"Sept. 30, 2016",55.20%
"Sept. 29, 2016",50.76%
"Sept. 28, 2016",60.67%
"Sept. 27, 2016",60.41%
"Sept. 26, 2016",58.23%
"Sept. 23, 2016",63.21%
"Sept. 22, 2016",61.44%
"Sept. 21, 2016",61.67%
"Sept. 20, 2016",61.00%
