date,shares_outstanding
"Feb. 16, 2009",25.27M
"Oct. 31, 2008",25.26M
"Aug. 1, 2008",25.25M
"June 30, 2008",25.25M
"May 5, 2008",25.21M
"March 31, 2008",25.21M
"Feb. 19, 2008",25.16M
"Dec. 31, 2007",25.03M
"Nov. 1, 2007",25.16M
"Sept. 30, 2007",25.16M
"Aug. 2, 2007",25.16M
"June 30, 2007",25.16M
"May 3, 2007",25.15M
"March 31, 2007",25.15M
"Feb. 16, 2007",25.06M
"Dec. 31, 2006",24.86M
"Nov. 1, 2006",24.69M
"Sept. 30, 2006",24.69M
"July 31, 2006",24.64M
"June 30, 2006",14.78M
"April 28, 2006",14.73M
"March 31, 2006",14.73M
"Feb. 10, 2006",14.72M
"Dec. 31, 2005",14.59M
"Oct. 28, 2005",14.71M
"Sept. 30, 2005",14.71M
"July 29, 2005",14.70M
"June 30, 2005",14.70M
"April 29, 2005",14.64M
"March 31, 2005",14.64M
"Feb. 11, 2005",14.64M
"Dec. 31, 2004",14.51M
"Oct. 29, 2004",14.56M
"Sept. 30, 2004",14.52M
"July 30, 2004",14.52M
"June 30, 2004",14.52M
"April 30, 2004",14.50M
"March 31, 2004",14.50M
"Feb. 25, 2004",14.49M
"Dec. 31, 2003",14.31M
"Oct. 31, 2003",14.47M
"Sept. 30, 2003",14.46M
"July 31, 2003",14.46M
"June 30, 2003",14.46M
"March 31, 2003",14.27M
"Jan. 31, 2003",14.46M
"Dec. 31, 2002",14.27M
"Oct. 31, 2002",14.46M
"Sept. 30, 2002",14.46M
"July 31, 2002",14.46M
"June 30, 2002",14.46M
"April 30, 2002",14.45M
"March 31, 2002",14.45M
"Feb. 28, 2002",14.38M
"Dec. 31, 2001",14.12M
"Oct. 31, 2001",14.32M
"Sept. 30, 2001",14.32M
"June 30, 2001",14.32M
"March 31, 2001",14.32M
"Jan. 31, 2001",14.32M
"Dec. 31, 2000",14.32M
"Sept. 30, 2000",14.32M
"June 30, 2000",14.33M
"March 31, 2000",23.44M
"Dec. 31, 1999",23.44M
"Sept. 30, 1999",23.89M
"June 30, 1999",23.89M
"March 31, 1999",23.89M
"Dec. 31, 1998",23.89M
"Sept. 30, 1998",23.89M
"June 30, 1998",23.89M
"March 31, 1998",23.89M
"Dec. 31, 1997",23.80M
"Sept. 30, 1997",23.50M
"June 30, 1997",23.50M
"March 31, 1997",23.50M
"Dec. 31, 1996",23.50M
"Sept. 30, 1996",23.50M
"June 30, 1996",23.50M
"March 31, 1996",23.50M
"Dec. 31, 1995",23.50M
"Sept. 30, 1995",23.50M
"June 30, 1995",23.48M
"March 31, 1995",23.48M
"Dec. 31, 1994",23.48M
"Sept. 30, 1994",23.48M
"June 30, 1994",23.48M
"March 31, 1994",23.47M
"Dec. 31, 1993",23.47M
"Sept. 30, 1993",23.47M
"June 30, 1993",23.44M
"March 31, 1993",23.40M
"Dec. 31, 1992",23.39M
"Sept. 30, 1992",23.23M
"June 30, 1992",23.23M
"March 31, 1992",23.22M
"Dec. 31, 1991",23.22M
"Sept. 30, 1991",23.21M
"June 30, 1991",23.15M
"March 31, 1991",23.15M
"Dec. 31, 1990",23.15M
"Sept. 30, 1990",23.15M
"June 30, 1990",23.15M
"March 31, 1990",23.15M
"Dec. 31, 1989",23.15M
"Sept. 30, 1989",23.15M
"June 30, 1989",23.15M
"March 31, 1989",23.15M
"Dec. 31, 1988",23.15M
"Sept. 30, 1988",23.15M
"June 30, 1988",23.15M
"March 31, 1988",23.15M
"Dec. 31, 1987",23.15M
"Sept. 30, 1987",23.15M
"June 30, 1987",23.14M
"March 31, 1987",23.14M
"Dec. 31, 1986",23.14M
"Sept. 30, 1986",23.07M
"June 30, 1986",23.01M
"March 31, 1986",22.87M
"Dec. 31, 1985",22.87M
"Sept. 30, 1985",22.77M
"June 30, 1985",22.65M
"March 31, 1985",22.53M
"Dec. 31, 1984",22.38M
"Sept. 30, 1984",22.06M
"June 30, 1984",21.92M
"March 31, 1984",21.92M
