date,sales_est_0y
"April 10, 2019",106.84B
"April 9, 2019",107.45B
"April 8, 2019",107.53B
"April 5, 2019",110.77B
"March 26, 2019",110.91B
"March 20, 2019",111.11B
"March 13, 2019",111.13B
"March 12, 2019",111.13B
"Feb. 26, 2019",111.16B
"Feb. 20, 2019",111.14B
"Feb. 14, 2019",111.14B
"Feb. 13, 2019",111.11B
"Feb. 11, 2019",110.91B
"Feb. 6, 2019",110.91B
"Feb. 5, 2019",110.92B
"Feb. 4, 2019",110.92B
"Feb. 3, 2019",110.65B
"Jan. 31, 2019",110.43B
"Jan. 30, 2019",108.64B
"Jan. 23, 2019",106.72B
"Jan. 22, 2019",106.79B
"Jan. 18, 2019",106.74B
"Jan. 16, 2019",106.71B
"Jan. 9, 2019",106.62B
"Dec. 31, 2018",99.66B
"Dec. 19, 2018",99.62B
"Dec. 18, 2018",99.61B
"Dec. 17, 2018",99.61B
"Dec. 5, 2018",99.61B
"Dec. 3, 2018",99.61B
"Nov. 30, 2018",99.68B
"Nov. 15, 2018",99.68B
"Nov. 14, 2018",99.68B
"Nov. 13, 2018",99.57B
"Nov. 2, 2018",99.59B
"Oct. 30, 2018",99.58B
"Oct. 26, 2018",99.62B
"Oct. 25, 2018",99.51B
"Oct. 24, 2018",98.79B
"Oct. 23, 2018",98.48B
"Oct. 22, 2018",98.48B
"Oct. 19, 2018",98.52B
"Oct. 16, 2018",98.52B
"Oct. 15, 2018",98.51B
"Oct. 12, 2018",98.52B
"Oct. 10, 2018",98.27B
"Oct. 9, 2018",98.48B
"Sept. 18, 2018",98.60B
"Sept. 17, 2018",98.56B
"Sept. 13, 2018",98.56B
"Sept. 7, 2018",98.68B
"Sept. 6, 2018",98.71B
"Sept. 3, 2018",98.71B
"Aug. 29, 2018",98.67B
"Aug. 23, 2018",98.67B
"Aug. 16, 2018",98.62B
"Aug. 10, 2018",98.53B
"Aug. 1, 2018",98.53B
"July 30, 2018",98.48B
"July 29, 2018",98.47B
"July 26, 2018",98.43B
"July 25, 2018",98.04B
"July 23, 2018",97.78B
"July 20, 2018",97.73B
"July 19, 2018",97.74B
"July 17, 2018",97.74B
"July 16, 2018",97.74B
"July 13, 2018",97.72B
"July 12, 2018",97.72B
"July 11, 2018",97.70B
"July 10, 2018",97.65B
"June 28, 2018",97.67B
"June 5, 2018",97.66B
"June 4, 2018",97.66B
"May 11, 2018",97.64B
"May 2, 2018",97.58B
"April 27, 2018",97.40B
"April 26, 2018",97.34B
"April 25, 2018",97.18B
"April 23, 2018",97.03B
"April 20, 2018",97.03B
"April 19, 2018",97.00B
"April 16, 2018",97.01B
"April 13, 2018",96.97B
"April 12, 2018",96.97B
"April 11, 2018",96.95B
"April 10, 2018",96.95B
"April 6, 2018",96.92B
"April 4, 2018",96.96B
"March 25, 2018",96.96B
"March 23, 2018",96.96B
"March 21, 2018",96.96B
"Feb. 23, 2018",96.96B
"Feb. 16, 2018",96.93B
"Feb. 8, 2018",96.92B
"Feb. 7, 2018",96.80B
"Feb. 6, 2018",96.65B
"Feb. 5, 2018",96.65B
"Feb. 4, 2018",96.55B
"Feb. 2, 2018",96.39B
"Feb. 1, 2018",96.32B
"Jan. 31, 2018",95.73B
"Jan. 29, 2018",93.60B
"Jan. 23, 2018",93.57B
"Jan. 22, 2018",93.57B
"Jan. 17, 2018",93.53B
"Jan. 16, 2018",93.46B
"Jan. 12, 2018",93.60B
"Jan. 10, 2018",93.58B
"Jan. 9, 2018",93.66B
"Jan. 8, 2018",93.70B
"Jan. 5, 2018",93.70B
"Jan. 2, 2018",93.52B
