date,vix_volatility_index
"June 23, 2016",17.25
"June 22, 2016",21.17
"June 21, 2016",18.48
"June 20, 2016",18.37
"June 17, 2016",19.41
"June 16, 2016",19.37
"June 15, 2016",20.14
"June 14, 2016",20.50
"June 13, 2016",20.97
"June 10, 2016",17.03
"June 9, 2016",14.64
"June 8, 2016",14.08
"June 7, 2016",14.05
"June 6, 2016",13.65
"June 3, 2016",13.47
"June 2, 2016",13.63
"June 1, 2016",14.20
"May 31, 2016",14.19
"May 27, 2016",13.12
"May 26, 2016",13.43
"May 25, 2016",13.90
"May 24, 2016",14.42
"May 23, 2016",15.82
"May 20, 2016",15.20
"May 19, 2016",16.33
"May 18, 2016",15.95
"May 17, 2016",15.57
"May 16, 2016",14.68
"May 13, 2016",15.04
"May 12, 2016",14.41
"May 11, 2016",14.69
"May 10, 2016",13.63
"May 9, 2016",14.57
"May 6, 2016",14.72
"May 5, 2016",15.91
"May 4, 2016",16.05
"May 3, 2016",15.60
"May 2, 2016",14.68
"April 29, 2016",15.70
"April 28, 2016",15.22
"April 27, 2016",13.77
"April 26, 2016",13.96
"April 25, 2016",14.08
"April 22, 2016",13.22
"April 21, 2016",13.95
"April 20, 2016",13.28
"April 19, 2016",13.24
"April 18, 2016",13.35
"April 15, 2016",13.62
"April 14, 2016",13.72
"April 13, 2016",13.84
"April 12, 2016",14.85
"April 11, 2016",16.26
"April 8, 2016",15.36
"April 7, 2016",16.16
"April 6, 2016",14.09
"April 5, 2016",15.42
"April 4, 2016",14.12
"April 1, 2016",13.10
"March 31, 2016",13.95
"March 30, 2016",13.56
"March 29, 2016",13.82
"March 28, 2016",15.24
"March 24, 2016",14.74
"March 23, 2016",14.94
"March 22, 2016",14.17
"March 21, 2016",13.79
"March 18, 2016",14.02
"March 17, 2016",14.44
"March 16, 2016",14.99
"March 15, 2016",16.84
"March 14, 2016",16.92
"March 11, 2016",16.50
"March 10, 2016",18.05
"March 9, 2016",18.34
"March 8, 2016",18.67
"March 7, 2016",17.35
"March 4, 2016",16.86
"March 3, 2016",16.70
"March 2, 2016",17.09
"March 1, 2016",17.70
"Feb. 29, 2016",20.55
"Feb. 26, 2016",19.81
"Feb. 25, 2016",19.11
"Feb. 24, 2016",20.72
"Feb. 23, 2016",20.98
"Feb. 22, 2016",19.38
"Feb. 19, 2016",20.53
"Feb. 18, 2016",21.64
"Feb. 17, 2016",22.31
"Feb. 16, 2016",24.11
"Feb. 12, 2016",25.40
"Feb. 11, 2016",28.14
"Feb. 10, 2016",26.29
"Feb. 9, 2016",26.54
"Feb. 8, 2016",26.00
"Feb. 5, 2016",23.38
"Feb. 4, 2016",21.84
"Feb. 3, 2016",21.65
"Feb. 2, 2016",21.98
"Feb. 1, 2016",19.98
"Jan. 29, 2016",20.20
"Jan. 28, 2016",22.42
"Jan. 27, 2016",23.11
"Jan. 26, 2016",22.50
"Jan. 25, 2016",24.15
"Jan. 22, 2016",22.34
"Jan. 21, 2016",26.69
"Jan. 20, 2016",27.59
"Jan. 19, 2016",26.05
"Jan. 15, 2016",27.02
"Jan. 14, 2016",23.95
"Jan. 13, 2016",25.22
"Jan. 12, 2016",22.47
"Jan. 11, 2016",24.30
"Jan. 8, 2016",27.01
"Jan. 7, 2016",24.99
"Jan. 6, 2016",20.59
"Jan. 5, 2016",19.34
"Jan. 4, 2016",20.70
"Dec. 31, 2015",18.21
"Dec. 30, 2015",17.29
"Dec. 29, 2015",16.08
"Dec. 28, 2015",16.91
"Dec. 24, 2015",15.74
"Dec. 23, 2015",15.57
"Dec. 22, 2015",16.60
"Dec. 21, 2015",18.70
"Dec. 18, 2015",20.70
"Dec. 17, 2015",18.94
"Dec. 16, 2015",17.86
"Dec. 15, 2015",20.95
"Dec. 14, 2015",22.73
"Dec. 11, 2015",24.39
"Dec. 10, 2015",19.34
"Dec. 9, 2015",19.61
"Dec. 8, 2015",17.60
"Dec. 7, 2015",15.84
"Dec. 4, 2015",14.81
"Dec. 3, 2015",18.11
"Dec. 2, 2015",15.91
"Dec. 1, 2015",14.67
"Nov. 30, 2015",16.13
"Nov. 27, 2015",15.12
"Nov. 25, 2015",15.19
"Nov. 24, 2015",15.93
"Nov. 23, 2015",15.62
"Nov. 20, 2015",15.47
"Nov. 19, 2015",16.99
"Nov. 18, 2015",16.85
"Nov. 17, 2015",18.84
"Nov. 16, 2015",18.16
"Nov. 13, 2015",20.08
"Nov. 12, 2015",18.37
"Nov. 11, 2015",16.06
"Nov. 10, 2015",15.29
"Nov. 9, 2015",16.52
"Nov. 6, 2015",14.33
"Nov. 5, 2015",15.05
"Nov. 4, 2015",15.51
"Nov. 3, 2015",14.54
"Nov. 2, 2015",14.15
"Oct. 30, 2015",15.07
"Oct. 29, 2015",14.61
"Oct. 28, 2015",14.33
"Oct. 27, 2015",15.43
"Oct. 26, 2015",15.29
"Oct. 23, 2015",14.46
"Oct. 22, 2015",14.45
"Oct. 21, 2015",16.70
"Oct. 20, 2015",15.75
"Oct. 19, 2015",14.98
"Oct. 16, 2015",15.05
"Oct. 15, 2015",16.05
"Oct. 14, 2015",18.03
"Oct. 13, 2015",17.67
"Oct. 12, 2015",16.17
"Oct. 9, 2015",17.08
"Oct. 8, 2015",17.42
"Oct. 7, 2015",18.40
"Oct. 6, 2015",19.40
"Oct. 5, 2015",19.54
"Oct. 2, 2015",20.94
"Oct. 1, 2015",22.55
"Sept. 30, 2015",24.50
"Sept. 29, 2015",26.83
"Sept. 28, 2015",27.63
"Sept. 25, 2015",23.62
"Sept. 24, 2015",23.47
"Sept. 23, 2015",22.13
"Sept. 22, 2015",22.44
"Sept. 21, 2015",20.14
"Sept. 18, 2015",22.28
"Sept. 17, 2015",21.14
"Sept. 16, 2015",21.35
"Sept. 15, 2015",22.54
"Sept. 14, 2015",24.25
"Sept. 11, 2015",23.20
"Sept. 10, 2015",24.37
"Sept. 9, 2015",26.23
"Sept. 8, 2015",24.90
"Sept. 4, 2015",27.80
"Sept. 3, 2015",25.61
"Sept. 2, 2015",26.09
"Sept. 1, 2015",31.40
"Aug. 31, 2015",28.43
"Aug. 28, 2015",26.05
"Aug. 27, 2015",26.10
"Aug. 26, 2015",30.32
"Aug. 25, 2015",36.02
"Aug. 24, 2015",40.74
"Aug. 21, 2015",28.03
"Aug. 20, 2015",19.14
"Aug. 19, 2015",15.25
"Aug. 18, 2015",13.79
"Aug. 17, 2015",13.02
"Aug. 14, 2015",12.83
"Aug. 13, 2015",13.49
"Aug. 12, 2015",13.61
"Aug. 11, 2015",13.71
"Aug. 10, 2015",12.23
"Aug. 7, 2015",13.39
"Aug. 6, 2015",13.77
"Aug. 5, 2015",12.51
"Aug. 4, 2015",13.00
"Aug. 3, 2015",12.56
"July 31, 2015",12.12
"July 30, 2015",12.13
"July 29, 2015",12.50
"July 28, 2015",13.44
"July 27, 2015",15.60
"July 24, 2015",13.74
"July 23, 2015",12.64
"July 22, 2015",12.12
"July 21, 2015",12.22
"July 20, 2015",12.25
"July 17, 2015",11.95
"July 16, 2015",12.11
"July 15, 2015",13.23
"July 14, 2015",13.37
"July 13, 2015",13.90
"July 10, 2015",16.83
"July 9, 2015",19.97
"July 8, 2015",19.66
"July 7, 2015",16.09
"July 6, 2015",17.01
"July 2, 2015",16.79
"July 1, 2015",16.09
"June 30, 2015",18.23
"June 29, 2015",18.85
"June 26, 2015",14.02
"June 25, 2015",14.01
"June 24, 2015",13.26
"June 23, 2015",12.11
"June 22, 2015",12.74
"June 19, 2015",13.96
"June 18, 2015",13.19
"June 17, 2015",14.50
"June 16, 2015",14.81
"June 15, 2015",15.39
"June 12, 2015",13.78
"June 11, 2015",12.85
"June 10, 2015",13.22
"June 9, 2015",14.47
"June 8, 2015",15.29
"June 5, 2015",14.21
"June 4, 2015",14.71
"June 3, 2015",13.66
"June 2, 2015",14.24
"June 1, 2015",13.97
"May 29, 2015",13.84
"May 28, 2015",13.31
"May 27, 2015",13.27
"May 26, 2015",14.06
"May 22, 2015",12.13
"May 21, 2015",12.11
"May 20, 2015",12.88
"May 19, 2015",12.85
"May 18, 2015",12.73
"May 15, 2015",12.38
"May 14, 2015",12.74
"May 13, 2015",13.76
"May 12, 2015",13.86
"May 11, 2015",13.85
"May 8, 2015",12.86
"May 7, 2015",15.13
"May 6, 2015",15.15
"May 5, 2015",14.31
"May 4, 2015",12.85
"May 1, 2015",12.70
"April 30, 2015",14.55
"April 29, 2015",13.39
"April 28, 2015",12.41
"April 27, 2015",13.12
"April 24, 2015",12.29
"April 23, 2015",12.48
"April 22, 2015",12.71
"April 21, 2015",13.25
"April 20, 2015",13.30
"April 17, 2015",13.89
"April 16, 2015",12.60
"April 15, 2015",12.84
"April 14, 2015",13.67
"April 13, 2015",13.94
"April 10, 2015",12.58
"April 9, 2015",13.09
"April 8, 2015",13.98
"April 7, 2015",14.78
"April 6, 2015",14.74
"April 2, 2015",14.67
"April 1, 2015",15.11
"March 31, 2015",15.29
"March 30, 2015",14.51
"March 27, 2015",15.07
"March 26, 2015",15.80
"March 25, 2015",15.44
"March 24, 2015",13.62
"March 23, 2015",13.41
"March 20, 2015",13.02
"March 19, 2015",14.07
"March 18, 2015",13.97
"March 17, 2015",15.66
"March 16, 2015",15.61
"March 13, 2015",16.00
"March 12, 2015",15.42
"March 11, 2015",16.87
"March 10, 2015",16.69
"March 9, 2015",15.06
"March 6, 2015",15.20
"March 5, 2015",14.04
"March 4, 2015",14.23
"March 3, 2015",13.86
"March 2, 2015",13.04
"Feb. 27, 2015",13.34
"Feb. 26, 2015",13.91
"Feb. 25, 2015",13.84
"Feb. 24, 2015",13.69
"Feb. 23, 2015",14.56
"Feb. 20, 2015",14.30
"Feb. 19, 2015",15.29
"Feb. 18, 2015",15.45
"Feb. 17, 2015",15.80
"Feb. 13, 2015",14.69
"Feb. 12, 2015",15.34
"Feb. 11, 2015",16.96
"Feb. 10, 2015",17.23
"Feb. 9, 2015",18.55
"Feb. 6, 2015",17.29
"Feb. 5, 2015",16.85
"Feb. 4, 2015",18.33
"Feb. 3, 2015",17.33
"Feb. 2, 2015",19.43
"Jan. 30, 2015",20.97
"Jan. 29, 2015",18.76
"Jan. 28, 2015",20.44
"Jan. 27, 2015",17.22
"Jan. 26, 2015",15.52
"Jan. 23, 2015",16.66
"Jan. 22, 2015",16.40
"Jan. 21, 2015",18.85
"Jan. 20, 2015",19.89
"Jan. 16, 2015",20.95
"Jan. 15, 2015",22.39
"Jan. 14, 2015",21.48
"Jan. 13, 2015",20.56
"Jan. 12, 2015",19.60
"Jan. 9, 2015",17.55
"Jan. 8, 2015",17.01
"Jan. 7, 2015",19.31
"Jan. 6, 2015",21.12
"Jan. 5, 2015",19.92
"Jan. 2, 2015",17.79
"Dec. 31, 2014",19.20
"Dec. 30, 2014",15.92
"Dec. 29, 2014",15.06
"Dec. 26, 2014",14.50
"Dec. 24, 2014",14.37
"Dec. 23, 2014",14.80
"Dec. 22, 2014",15.25
"Dec. 19, 2014",16.49
"Dec. 18, 2014",16.81
"Dec. 17, 2014",19.44
"Dec. 16, 2014",23.57
"Dec. 15, 2014",20.42
"Dec. 12, 2014",21.08
"Dec. 11, 2014",20.08
"Dec. 10, 2014",18.53
"Dec. 9, 2014",14.89
"Dec. 8, 2014",14.21
"Dec. 5, 2014",11.82
"Dec. 4, 2014",12.38
"Dec. 3, 2014",12.47
"Dec. 2, 2014",12.85
"Dec. 1, 2014",14.29
"Nov. 28, 2014",13.33
"Nov. 26, 2014",12.07
"Nov. 25, 2014",12.25
"Nov. 24, 2014",12.62
"Nov. 21, 2014",12.90
"Nov. 20, 2014",13.58
"Nov. 19, 2014",13.96
"Nov. 18, 2014",13.86
"Nov. 17, 2014",13.99
"Nov. 14, 2014",13.31
"Nov. 13, 2014",13.79
"Nov. 12, 2014",13.02
"Nov. 11, 2014",12.92
"Nov. 10, 2014",12.67
"Nov. 7, 2014",13.12
"Nov. 6, 2014",13.67
"Nov. 5, 2014",14.17
"Nov. 4, 2014",14.89
"Nov. 3, 2014",14.73
"Oct. 31, 2014",14.03
"Oct. 30, 2014",14.52
"Oct. 29, 2014",15.15
"Oct. 28, 2014",14.39
"Oct. 27, 2014",16.04
"Oct. 24, 2014",16.11
"Oct. 23, 2014",16.53
"Oct. 22, 2014",17.87
"Oct. 21, 2014",16.08
"Oct. 20, 2014",18.57
"Oct. 17, 2014",21.99
"Oct. 16, 2014",25.20
"Oct. 15, 2014",26.25
"Oct. 14, 2014",22.79
"Oct. 13, 2014",24.64
"Oct. 10, 2014",21.24
"Oct. 9, 2014",18.76
"Oct. 8, 2014",15.11
"Oct. 7, 2014",17.20
"Oct. 6, 2014",15.46
"Oct. 3, 2014",14.55
"Oct. 2, 2014",16.16
"Oct. 1, 2014",16.71
"Sept. 30, 2014",16.31
"Sept. 29, 2014",15.98
"Sept. 26, 2014",14.85
"Sept. 25, 2014",15.64
"Sept. 24, 2014",13.27
"Sept. 23, 2014",14.93
"Sept. 22, 2014",13.69
"Sept. 19, 2014",12.11
"Sept. 18, 2014",12.03
"Sept. 17, 2014",12.65
"Sept. 16, 2014",12.73
"Sept. 15, 2014",14.12
"Sept. 12, 2014",13.31
"Sept. 11, 2014",12.80
"Sept. 10, 2014",12.88
"Sept. 9, 2014",13.50
"Sept. 8, 2014",12.66
"Sept. 5, 2014",12.09
"Sept. 4, 2014",12.64
"Sept. 3, 2014",12.36
"Sept. 2, 2014",12.25
"Aug. 29, 2014",11.98
"Aug. 28, 2014",12.05
"Aug. 27, 2014",11.78
"Aug. 26, 2014",11.63
"Aug. 25, 2014",11.70
"Aug. 22, 2014",11.47
"Aug. 21, 2014",11.76
"Aug. 20, 2014",11.78
"Aug. 19, 2014",12.21
"Aug. 18, 2014",12.32
"Aug. 15, 2014",13.15
"Aug. 14, 2014",12.42
"Aug. 13, 2014",12.90
"Aug. 12, 2014",14.13
"Aug. 11, 2014",14.23
"Aug. 8, 2014",15.77
"Aug. 7, 2014",16.66
"Aug. 6, 2014",16.37
"Aug. 5, 2014",16.87
"Aug. 4, 2014",15.12
"Aug. 1, 2014",17.03
"July 31, 2014",16.95
"July 30, 2014",13.33
"July 29, 2014",13.28
"July 28, 2014",12.56
"July 25, 2014",12.69
"July 24, 2014",11.84
"July 23, 2014",11.52
"July 22, 2014",12.24
"July 21, 2014",12.81
"July 18, 2014",12.06
"July 17, 2014",14.54
"July 16, 2014",11.00
"July 15, 2014",11.96
"July 14, 2014",11.82
"July 11, 2014",12.08
"July 10, 2014",12.59
"July 9, 2014",11.65
"July 8, 2014",11.98
"July 7, 2014",11.33
"July 3, 2014",10.32
"July 2, 2014",10.82
"July 1, 2014",11.15
"June 30, 2014",11.57
"June 27, 2014",11.26
"June 26, 2014",11.63
"June 25, 2014",11.59
"June 24, 2014",12.13
"June 23, 2014",10.98
"June 20, 2014",10.85
"June 19, 2014",10.62
"June 18, 2014",10.61
"June 17, 2014",12.06
"June 16, 2014",12.65
"June 13, 2014",12.18
"June 12, 2014",12.56
"June 11, 2014",11.60
"June 10, 2014",10.99
"June 9, 2014",11.15
"June 6, 2014",10.73
"June 5, 2014",11.68
"June 4, 2014",12.08
"June 3, 2014",11.87
"June 2, 2014",11.58
"May 30, 2014",11.40
"May 29, 2014",11.57
"May 28, 2014",11.68
"May 27, 2014",11.51
"May 23, 2014",11.36
"May 22, 2014",12.03
"May 21, 2014",11.91
"May 20, 2014",12.96
"May 19, 2014",12.42
"May 16, 2014",12.44
"May 15, 2014",13.17
"May 14, 2014",12.17
"May 13, 2014",12.13
"May 12, 2014",12.23
"May 9, 2014",12.92
"May 8, 2014",13.43
"May 7, 2014",13.40
"May 6, 2014",13.80
"May 5, 2014",13.29
"May 2, 2014",12.91
"May 1, 2014",13.25
"April 30, 2014",13.41
"April 29, 2014",13.71
"April 28, 2014",13.97
"April 25, 2014",14.06
"April 24, 2014",13.32
"April 23, 2014",13.27
"April 22, 2014",13.19
"April 21, 2014",13.25
"April 17, 2014",13.36
"April 16, 2014",14.18
"April 15, 2014",15.61
"April 14, 2014",16.11
"April 11, 2014",17.03
"April 10, 2014",15.89
"April 9, 2014",13.82
"April 8, 2014",14.89
"April 7, 2014",15.57
"April 4, 2014",13.96
"April 3, 2014",13.37
"April 2, 2014",13.09
"April 1, 2014",13.10
"March 31, 2014",13.88
"March 28, 2014",14.41
"March 27, 2014",14.62
"March 26, 2014",14.93
"March 25, 2014",14.02
"March 24, 2014",15.09
"March 21, 2014",15.00
"March 20, 2014",14.52
"March 19, 2014",15.12
"March 18, 2014",14.52
"March 17, 2014",15.64
"March 14, 2014",17.82
"March 13, 2014",16.22
"March 12, 2014",14.47
"March 11, 2014",14.80
"March 10, 2014",14.20
"March 7, 2014",14.11
"March 6, 2014",14.21
"March 5, 2014",13.89
"March 4, 2014",14.10
"March 3, 2014",16.00
"Feb. 28, 2014",14.00
"Feb. 27, 2014",14.04
"Feb. 26, 2014",14.35
"Feb. 25, 2014",13.67
"Feb. 24, 2014",14.23
"Feb. 21, 2014",14.68
"Feb. 20, 2014",14.79
"Feb. 19, 2014",15.50
"Feb. 18, 2014",13.87
"Feb. 14, 2014",13.57
"Feb. 13, 2014",14.14
"Feb. 12, 2014",14.30
"Feb. 11, 2014",14.51
"Feb. 10, 2014",15.26
"Feb. 7, 2014",15.29
"Feb. 6, 2014",17.23
"Feb. 5, 2014",19.95
"Feb. 4, 2014",19.11
"Feb. 3, 2014",21.44
"Jan. 31, 2014",18.41
"Jan. 30, 2014",17.29
"Jan. 29, 2014",17.35
"Jan. 28, 2014",15.80
"Jan. 27, 2014",17.42
"Jan. 24, 2014",18.14
"Jan. 23, 2014",13.77
"Jan. 22, 2014",12.84
"Jan. 21, 2014",12.87
"Jan. 17, 2014",12.44
"Jan. 16, 2014",12.53
"Jan. 15, 2014",12.28
"Jan. 14, 2014",12.28
"Jan. 13, 2014",13.28
"Jan. 10, 2014",12.14
"Jan. 9, 2014",12.89
"Jan. 8, 2014",12.87
"Jan. 7, 2014",12.92
"Jan. 6, 2014",13.55
"Jan. 3, 2014",13.76
"Jan. 2, 2014",14.23
"Dec. 31, 2013",13.72
"Dec. 30, 2013",13.56
"Dec. 27, 2013",12.46
"Dec. 26, 2013",12.33
"Dec. 24, 2013",12.48
"Dec. 23, 2013",13.04
"Dec. 20, 2013",13.79
"Dec. 19, 2013",14.15
"Dec. 18, 2013",13.80
"Dec. 17, 2013",16.21
"Dec. 16, 2013",16.03
"Dec. 13, 2013",15.76
"Dec. 12, 2013",15.54
"Dec. 11, 2013",15.42
"Dec. 10, 2013",13.91
"Dec. 9, 2013",13.49
"Dec. 6, 2013",13.79
"Dec. 5, 2013",15.08
"Dec. 4, 2013",14.70
"Dec. 3, 2013",14.55
"Dec. 2, 2013",14.23
"Nov. 29, 2013",13.70
"Nov. 27, 2013",12.98
"Nov. 26, 2013",12.81
"Nov. 25, 2013",12.79
"Nov. 22, 2013",12.26
"Nov. 21, 2013",12.66
"Nov. 20, 2013",13.40
"Nov. 19, 2013",13.39
"Nov. 18, 2013",13.10
"Nov. 15, 2013",12.19
"Nov. 14, 2013",12.37
"Nov. 13, 2013",12.52
"Nov. 12, 2013",12.82
"Nov. 11, 2013",12.53
"Nov. 8, 2013",12.90
"Nov. 7, 2013",13.91
"Nov. 6, 2013",12.67
"Nov. 5, 2013",13.27
"Nov. 4, 2013",12.93
"Nov. 1, 2013",13.28
"Oct. 31, 2013",13.75
"Oct. 30, 2013",13.65
"Oct. 29, 2013",13.41
"Oct. 28, 2013",13.31
"Oct. 25, 2013",13.09
"Oct. 24, 2013",13.20
"Oct. 23, 2013",13.42
"Oct. 22, 2013",13.33
"Oct. 21, 2013",13.16
"Oct. 18, 2013",13.04
"Oct. 17, 2013",13.48
"Oct. 16, 2013",14.71
"Oct. 15, 2013",18.66
"Oct. 14, 2013",16.07
"Oct. 11, 2013",15.72
"Oct. 10, 2013",16.48
"Oct. 9, 2013",19.60
"Oct. 8, 2013",20.34
"Oct. 7, 2013",19.41
"Oct. 4, 2013",16.74
"Oct. 3, 2013",17.67
"Oct. 2, 2013",16.60
"Oct. 1, 2013",15.54
"Sept. 30, 2013",16.60
"Sept. 27, 2013",15.46
"Sept. 26, 2013",14.06
"Sept. 25, 2013",14.01
"Sept. 24, 2013",14.08
"Sept. 23, 2013",14.31
"Sept. 20, 2013",13.12
"Sept. 19, 2013",13.16
"Sept. 18, 2013",13.59
"Sept. 17, 2013",14.53
"Sept. 16, 2013",14.38
"Sept. 13, 2013",14.16
"Sept. 12, 2013",14.29
"Sept. 11, 2013",13.82
"Sept. 10, 2013",14.53
"Sept. 9, 2013",15.63
"Sept. 6, 2013",15.85
"Sept. 5, 2013",15.77
"Sept. 4, 2013",15.88
"Sept. 3, 2013",16.61
"Aug. 30, 2013",17.01
"Aug. 29, 2013",16.81
"Aug. 28, 2013",16.49
"Aug. 27, 2013",16.77
"Aug. 26, 2013",14.99
"Aug. 23, 2013",13.98
"Aug. 22, 2013",14.76
"Aug. 21, 2013",15.94
"Aug. 20, 2013",14.91
"Aug. 19, 2013",15.10
"Aug. 16, 2013",14.37
"Aug. 15, 2013",14.73
"Aug. 14, 2013",13.04
"Aug. 13, 2013",12.31
"Aug. 12, 2013",12.81
"Aug. 9, 2013",13.41
"Aug. 8, 2013",12.73
"Aug. 7, 2013",12.98
"Aug. 6, 2013",12.72
"Aug. 5, 2013",11.84
"Aug. 2, 2013",11.98
"Aug. 1, 2013",12.94
"July 31, 2013",13.45
"July 30, 2013",13.39
"July 29, 2013",13.39
"July 26, 2013",12.72
"July 25, 2013",12.97
"July 24, 2013",13.18
"July 23, 2013",12.66
"July 22, 2013",12.29
"July 19, 2013",12.54
"July 18, 2013",13.77
"July 17, 2013",13.78
"July 16, 2013",14.42
"July 15, 2013",13.79
"July 12, 2013",13.84
"July 11, 2013",14.01
"July 10, 2013",14.21
"July 9, 2013",14.35
"July 8, 2013",14.78
"July 5, 2013",14.89
"July 3, 2013",16.20
"July 2, 2013",16.44
"July 1, 2013",16.37
"June 28, 2013",16.86
"June 27, 2013",16.86
"June 26, 2013",17.21
"June 25, 2013",18.47
"June 24, 2013",20.11
"June 21, 2013",18.90
"June 20, 2013",20.49
"June 19, 2013",16.64
"June 18, 2013",16.61
"June 17, 2013",16.80
"June 14, 2013",17.15
"June 13, 2013",16.41
"June 12, 2013",18.59
"June 11, 2013",17.07
"June 10, 2013",15.44
"June 7, 2013",15.14
"June 6, 2013",16.63
"June 5, 2013",17.50
"June 4, 2013",16.27
"June 3, 2013",16.28
"May 31, 2013",16.30
"May 30, 2013",14.53
"May 29, 2013",14.83
"May 28, 2013",14.48
"May 24, 2013",13.99
"May 23, 2013",14.07
"May 22, 2013",13.82
"May 21, 2013",13.37
"May 20, 2013",13.02
"May 17, 2013",12.45
"May 16, 2013",13.07
"May 15, 2013",12.81
"May 14, 2013",12.77
"May 13, 2013",12.55
"May 10, 2013",12.59
"May 9, 2013",13.13
"May 8, 2013",12.66
"May 7, 2013",12.83
"May 6, 2013",12.66
"May 3, 2013",12.85
"May 2, 2013",13.59
"May 1, 2013",14.49
"April 30, 2013",13.52
"April 29, 2013",13.71
"April 26, 2013",13.61
"April 25, 2013",13.62
"April 24, 2013",13.61
"April 23, 2013",13.48
"April 22, 2013",14.39
"April 19, 2013",14.97
"April 18, 2013",17.56
"April 17, 2013",16.51
"April 16, 2013",13.96
"April 15, 2013",17.27
"April 12, 2013",12.06
"April 11, 2013",12.24
"April 10, 2013",12.36
"April 9, 2013",12.84
"April 8, 2013",13.19
"April 5, 2013",13.92
"April 4, 2013",13.89
"April 3, 2013",14.21
"April 2, 2013",12.78
"April 1, 2013",13.58
"March 28, 2013",12.70
"March 27, 2013",13.15
"March 26, 2013",12.77
"March 25, 2013",13.74
"March 22, 2013",13.34
"March 21, 2013",13.07
"March 20, 2013",13.18
"March 19, 2013",13.03
"March 18, 2013",13.47
"March 15, 2013",11.52
"March 14, 2013",11.70
"March 13, 2013",12.18
"March 12, 2013",11.79
"March 11, 2013",12.31
"March 8, 2013",12.67
"March 7, 2013",13.45
"March 6, 2013",13.18
"March 5, 2013",13.44
"March 4, 2013",16.16
"March 1, 2013",16.10
"Feb. 28, 2013",15.00
"Feb. 27, 2013",16.57
"Feb. 26, 2013",17.50
"Feb. 25, 2013",13.69
"Feb. 22, 2013",14.60
"Feb. 21, 2013",14.68
"Feb. 20, 2013",12.32
"Feb. 19, 2013",12.81
"Feb. 15, 2013",12.47
"Feb. 14, 2013",13.30
"Feb. 13, 2013",12.88
"Feb. 12, 2013",12.82
"Feb. 11, 2013",13.37
"Feb. 8, 2013",13.20
"Feb. 7, 2013",13.47
"Feb. 6, 2013",14.06
"Feb. 5, 2013",14.21
"Feb. 4, 2013",14.00
"Feb. 1, 2013",13.37
"Jan. 31, 2013",14.43
"Jan. 30, 2013",13.64
"Jan. 29, 2013",13.87
"Jan. 28, 2013",13.29
"Jan. 25, 2013",12.63
"Jan. 24, 2013",12.73
"Jan. 23, 2013",12.67
"Jan. 22, 2013",13.28
"Jan. 18, 2013",13.52
"Jan. 17, 2013",13.45
"Jan. 16, 2013",13.70
"Jan. 15, 2013",13.97
"Jan. 14, 2013",13.66
"Jan. 11, 2013",13.55
"Jan. 10, 2013",13.33
"Jan. 9, 2013",13.32
"Jan. 8, 2013",13.88
"Jan. 7, 2013",14.53
"Jan. 4, 2013",14.23
"Jan. 3, 2013",14.77
"Jan. 2, 2013",15.24
"Dec. 31, 2012",22.14
"Dec. 28, 2012",20.32
"Dec. 27, 2012",19.39
"Dec. 26, 2012",18.71
"Dec. 24, 2012",18.46
"Dec. 21, 2012",19.85
"Dec. 20, 2012",17.26
"Dec. 19, 2012",16.05
"Dec. 18, 2012",16.39
"Dec. 17, 2012",17.20
"Dec. 14, 2012",16.68
"Dec. 13, 2012",15.87
"Dec. 12, 2012",15.60
"Dec. 11, 2012",15.94
"Dec. 10, 2012",16.47
"Dec. 7, 2012",16.12
"Dec. 6, 2012",16.59
"Dec. 5, 2012",16.95
"Dec. 4, 2012",16.66
"Dec. 3, 2012",15.81
"Nov. 30, 2012",15.26
"Nov. 29, 2012",15.21
"Nov. 28, 2012",16.43
"Nov. 27, 2012",15.30
"Nov. 26, 2012",15.63
"Nov. 23, 2012",15.00
"Nov. 21, 2012",14.96
"Nov. 20, 2012",15.11
"Nov. 19, 2012",15.88
"Nov. 16, 2012",17.65
"Nov. 15, 2012",17.74
"Nov. 14, 2012",16.32
"Nov. 13, 2012",17.36
"Nov. 12, 2012",18.15
"Nov. 9, 2012",18.80
"Nov. 8, 2012",18.69
"Nov. 7, 2012",17.72
"Nov. 6, 2012",18.16
"Nov. 5, 2012",18.33
"Nov. 2, 2012",16.06
"Nov. 1, 2012",17.77
"Oct. 31, 2012",17.68
"Oct. 26, 2012",18.03
"Oct. 25, 2012",17.56
"Oct. 24, 2012",18.22
"Oct. 23, 2012",18.23
"Oct. 22, 2012",17.44
"Oct. 19, 2012",14.91
"Oct. 18, 2012",15.25
"Oct. 17, 2012",15.43
"Oct. 16, 2012",14.84
"Oct. 15, 2012",16.05
"Oct. 12, 2012",15.41
"Oct. 11, 2012",15.33
"Oct. 10, 2012",16.52
"Oct. 9, 2012",15.28
"Oct. 8, 2012",15.19
"Oct. 5, 2012",13.68
"Oct. 4, 2012",15.23
"Oct. 3, 2012",15.63
"Oct. 2, 2012",15.85
"Oct. 1, 2012",16.03
"Sept. 28, 2012",15.23
"Sept. 27, 2012",16.38
"Sept. 26, 2012",15.83
"Sept. 25, 2012",14.19
"Sept. 24, 2012",15.06
"Sept. 21, 2012",13.94
"Sept. 20, 2012",14.63
"Sept. 19, 2012",13.95
"Sept. 18, 2012",14.51
"Sept. 17, 2012",14.67
"Sept. 14, 2012",13.82
