date,sales_est_0y
"July 23, 2018",70.93B
"July 12, 2018",70.94B
"July 9, 2018",70.93B
"July 2, 2018",70.94B
"June 25, 2018",70.87B
"June 22, 2018",70.84B
"June 21, 2018",70.89B
"June 20, 2018",70.87B
"June 19, 2018",69.43B
"June 18, 2018",69.41B
"June 14, 2018",69.26B
"June 13, 2018",69.28B
"June 12, 2018",69.28B
"June 6, 2018",69.26B
"June 4, 2018",69.21B
"May 31, 2018",65.37B
"May 30, 2018",65.34B
"May 18, 2018",65.32B
"May 16, 2018",65.29B
"May 14, 2018",65.28B
"May 4, 2018",65.28B
"May 3, 2018",65.27B
"April 23, 2018",65.27B
"April 10, 2018",65.27B
"April 5, 2018",65.27B
"April 4, 2018",65.27B
"March 22, 2018",65.26B
"March 21, 2018",65.26B
"March 20, 2018",64.57B
"March 16, 2018",64.56B
"March 14, 2018",64.56B
"March 13, 2018",64.56B
"March 8, 2018",64.55B
"Feb. 23, 2018",64.54B
"Jan. 18, 2018",64.54B
"Jan. 17, 2018",64.54B
"Jan. 16, 2018",64.51B
"Jan. 11, 2018",64.53B
"Jan. 9, 2018",64.52B
"Jan. 4, 2018",64.52B
"Dec. 21, 2017",64.48B
"Dec. 20, 2017",64.48B
"Dec. 18, 2017",63.18B
"Dec. 14, 2017",63.18B
"Dec. 12, 2017",63.17B
"Dec. 11, 2017",63.09B
"Dec. 3, 2017",63.08B
"Dec. 1, 2017",63.08B
"Nov. 15, 2017",63.35B
"Nov. 13, 2017",63.34B
"Nov. 3, 2017",63.35B
"Oct. 26, 2017",63.40B
"Oct. 20, 2017",63.39B
"Oct. 12, 2017",63.28B
"Oct. 10, 2017",63.27B
"Oct. 3, 2017",63.27B
"Oct. 2, 2017",63.28B
"Sept. 25, 2017",63.28B
"Sept. 21, 2017",63.26B
"Sept. 20, 2017",63.26B
"Sept. 18, 2017",63.29B
"Sept. 16, 2017",63.31B
"Sept. 15, 2017",63.31B
"Sept. 13, 2017",63.33B
"Sept. 12, 2017",63.31B
"Sept. 11, 2017",63.34B
"Sept. 8, 2017",63.34B
"Aug. 15, 2017",63.33B
"Aug. 7, 2017",63.33B
"Aug. 4, 2017",63.33B
"July 24, 2017",63.37B
"July 18, 2017",63.36B
"July 17, 2017",63.42B
"June 27, 2017",63.42B
"June 23, 2017",63.41B
"June 22, 2017",63.37B
"June 21, 2017",63.41B
"June 20, 2017",62.89B
"June 19, 2017",62.84B
"June 15, 2017",62.81B
"June 12, 2017",62.87B
"June 9, 2017",62.86B
"June 6, 2017",62.87B
